	y	env	group
373	0.288558609	0.158965841	TN
374	0.309029725	0.16941751	TN
375	0.313656758	0.162756986	TN
376	0.16261217	0.04317489	TN
377	0.200049075	0.021127602	TN
378	0.440935222	0.533060751	TN
379	0.373808188	0.105346325	TN
380	0.447314919	0.122134843	TN
381	0.516930735	0.438978671	TN
382	0.453694616	0.7816319	TN
383	0.440584689	0.490551724	TN
384	0.458076276	0.325451076	TN
385	0.517351374	0.443881009	TN
386	0.297707515	0.016590304	TN
387	0.286876052	0.111917691	TN
388	0.307767807	0.12236936	TN
389	0.314147504	0.115708836	TN
390	0.186238082	0.064302492	TN
391	0.444580763	0.489885861	TN
392	0.370758553	0.148521215	TN
393	0.445562255	0.078959953	TN
394	0.516019349	0.395803781	TN
395	0.459653674	0.73845701	TN
396	0.435642176	0.447376834	TN
397	0.457865956	0.282276186	TN
398	0.511287156	0.400706119	TN
399	0.305138811	0.026584586	TN
400	0.287892597	0.068742801	TN
401	0.315549635	0.07919447	TN
402	0.309204992	0.072533946	TN
403	0.456043186	0.554188353	TN
404	0.384254066	0.084218723	TN
405	0.455692653	0.143262445	TN
406	0.526009534	0.460106273	TN
407	0.466489063	0.802759502	TN
408	0.44882221	0.511679326	TN
409	0.47073051	0.346578678	TN
410	0.516545149	0.465008611	TN
411	0.314147504	0.037717906	TN
412	0.304087213	0.133045293	TN
413	0.317547672	0.143496962	TN
414	0.324558329	0.136836438	TN
415	0.289224621	0.638407076	TN
416	0.262934661	0.410925908	TN
417	0.303876893	0.09408208	TN
418	0.272854739	0.248571149	TN
419	0.264862591	0.042509027	TN
420	0.319580763	0.207609675	TN
421	0.348920359	0.089179742	TN
422	0.417379417	0.516470447	TN
423	0.454185362	0.42114306	TN
424	0.473674986	0.410691391	TN
425	0.447525238	0.417351915	TN
426	0.329535895	0.227481168	TN
427	0.376752664	0.544324996	TN
428	0.342330342	0.886978225	TN
429	0.27425687	0.595898049	TN
430	0.322840718	0.430797401	TN
431	0.33290101	0.549227334	TN
432	0.363222098	0.121936629	TN
433	0.361189007	0.217264016	TN
434	0.364519069	0.227715685	TN
435	0.35298654	0.221055161	TN
436	0.283581043	0.316843828	TN
437	0.28109226	0.659497057	TN
438	0.239063376	0.368416881	TN
439	0.311343242	0.203316233	TN
440	0.345415031	0.321746166	TN
441	0.413313236	0.105544539	TN
442	0.460600112	0.010217152	TN
443	0.480300056	0.000234517	TN
444	0.45075014	0.006426007	TN
445	0.279760236	0.342653229	TN
446	0.27019069	0.051573053	TN
447	0.310537016	0.113527595	TN
448	0.358139372	0.004902338	TN
449	0.480194896	0.422388367	TN
450	0.526780707	0.32706098	TN
451	0.541783511	0.316609311	TN
452	0.52201346	0.323269835	TN
453	0.237906618	0.291080176	TN
454	0.309134885	0.456180824	TN
455	0.360312675	0.337750891	TN
456	0.420919798	0.765041596	TN
457	0.462422883	0.669714209	TN
458	0.478652552	0.65926254	TN
459	0.452117218	0.665923064	TN
460	0.257045709	0.165100648	TN
461	0.275974481	0.046670715	TN
462	0.402236399	0.47396142	TN
463	0.431575996	0.378634033	TN
464	0.450574874	0.368182364	TN
465	0.422041503	0.374842888	TN
466	0.339981772	0.118429933	TN
467	0.432872967	0.308860772	TN
468	0.466313797	0.213533385	TN
469	0.484962142	0.203081716	TN
470	0.460004206	0.20974224	TN
471	0.4551318	0.427290705	TN
472	0.45748037	0.331963318	TN
473	0.465016826	0.321511649	TN
474	0.445351935	0.328172173	TN
475	0.257150869	0.095327387	TN
476	0.290837072	0.105779056	TN
477	0.269840157	0.099118532	TN
478	0.204395681	0.010451669	TN
479	0.191706394	0.003791145	TN
480	0.222202748	0.006660524	TN
481	0.171761077	0.119313324	TP
482	0.186273135	0.17664501	TP
483	0.190514582	0.012955228	TP
484	0.446333427	0.105680772	TP
485	0.370793606	0.126286856	TP
486	0.452292485	0.215570644	TP
487	0.521487661	0.250703831	TP
488	0.458006169	0.292005804	TP
489	0.439673303	0.233298858	TP
490	0.462843522	0.216594323	TP
491	0.508342681	0.406231692	TP
492	0.300336511	0.027370229	TP
493	0.288558609	0.057161457	TP
494	0.309029725	0.008791614	TP
495	0.313656758	0.059660859	TP
496	0.16261217	0.295958334	TP
497	0.200049075	0.106358096	TP
498	0.440935222	0.224994096	TP
499	0.373808188	0.006973532	TP
500	0.447314919	0.334883968	TP
501	0.516930735	0.370017155	TP
502	0.453694616	0.411319128	TP
503	0.440584689	0.352612182	TP
504	0.458076276	0.335907647	TP
505	0.517351374	0.525545016	TP
506	0.297707515	0.091943095	TP
507	0.286876052	0.176474781	TP
508	0.307767807	0.128104938	TP
509	0.314147504	0.178974183	TP
510	0.186238082	0.189600238	TP
511	0.444580763	0.070964238	TP
512	0.370758553	0.302931866	TP
513	0.445562255	0.038925634	TP
514	0.516019349	0.074058821	TP
515	0.459653674	0.115360794	TP
516	0.435642176	0.056653848	TP
517	0.457865956	0.039949313	TP
518	0.511287156	0.229586682	TP
519	0.305138811	0.204015239	TP
520	0.287892597	0.119483553	TP
521	0.315549635	0.167853396	TP
522	0.309204992	0.116984151	TP
523	0.456043186	0.118636	TP
524	0.384254066	0.113331628	TP
525	0.455692653	0.228525872	TP
526	0.526009534	0.263659059	TP
527	0.466489063	0.304961032	TP
528	0.44882221	0.246254086	TP
529	0.47073051	0.229549551	TP
530	0.516545149	0.41918692	TP
531	0.314147504	0.014415001	TP
532	0.304087213	0.070116685	TP
533	0.317547672	0.021746842	TP
534	0.324558329	0.072616087	TP
535	0.289224621	0.231967628	TP
536	0.262934661	0.109889872	TP
537	0.303876893	0.145023059	TP
538	0.272854739	0.186325032	TP
539	0.264862591	0.127618086	TP
540	0.319580763	0.110913551	TP
541	0.348920359	0.30055092	TP
542	0.417379417	0.133051001	TP
543	0.454185362	0.048519315	TP
544	0.473674986	0.096889158	TP
545	0.447525238	0.046019913	TP
546	0.329535895	0.3418575	TP
547	0.376752664	0.376990687	TP
548	0.342330342	0.41829266	TP
549	0.27425687	0.359585714	TP
550	0.322840718	0.342881179	TP
551	0.33290101	0.532518548	TP
552	0.363222098	0.098916627	TP
553	0.361189007	0.183448313	TP
554	0.364519069	0.13507847	TP
555	0.35298654	0.185947715	TP
556	0.283581043	0.035133187	TP
557	0.28109226	0.07643516	TP
558	0.239063376	0.017728214	TP
559	0.311343242	0.001023679	TP
560	0.345415031	0.190661048	TP
561	0.413313236	0.242940873	TP
562	0.460600112	0.158409187	TP
563	0.480300056	0.20677903	TP
564	0.45075014	0.155909785	TP
565	0.279760236	0.041301973	TP
566	0.27019069	0.017404973	TP
567	0.310537016	0.034109508	TP
568	0.358139372	0.155527861	TP
569	0.480194896	0.27807406	TP
570	0.526780707	0.193542374	TP
571	0.541783511	0.241912217	TP
572	0.52201346	0.191042972	TP
573	0.237906618	0.058706946	TP
574	0.309134885	0.075411481	TP
575	0.360312675	0.114225888	TP
576	0.420919798	0.319376033	TP
577	0.462422883	0.234844347	TP
578	0.478652552	0.28321419	TP
579	0.452117218	0.232344945	TP
580	0.257045709	0.016704535	TP
581	0.275974481	0.172932834	TP
582	0.402236399	0.260669087	TP
583	0.431575996	0.176137401	TP
584	0.450574874	0.224507244	TP
585	0.422041503	0.173637999	TP
586	0.339981772	0.189637369	TP
587	0.432872967	0.243964552	TP
588	0.466313797	0.159432866	TP
589	0.484962142	0.207802709	TP
590	0.460004206	0.156933464	TP
591	0.4551318	0.433601921	TP
592	0.45748037	0.349070235	TP
593	0.465016826	0.397440078	TP
594	0.445351935	0.346570833	TP
595	0.257150869	0.084531686	TP
596	0.290837072	0.036161843	TP
597	0.269840157	0.087031088	TP
598	0.204395681	0.048369843	TP
599	0.191706394	0.002499402	TP
600	0.222202748	0.050869245	TP
601	0.171761077	0.22320485	TOC
602	0.186273135	0.03673975	TOC
603	0.190514582	0.11371548	TOC
604	0.446333427	1.99838266	TOC
605	0.370793606	1.89222991	TOC
606	0.452292485	0.12390484	TOC
607	0.521487661	2.15163583	TOC
608	0.458006169	3.76042775	TOC
609	0.439673303	1.37408966	TOC
610	0.462843522	0.99498616	TOC
611	0.508342681	2.15163583	TOC
612	0.300336511	0.39062718	TOC
613	0.288558609	0.88301128	TOC
614	0.309029725	0.29460292	TOC
615	0.313656758	0.30754514	TOC
616	0.16261217	0.1864651	TOC
617	0.200049075	0.33692033	TOC
618	0.440935222	2.22158751	TOC
619	0.373808188	1.66902506	TOC
620	0.447314919	0.34710969	TOC
621	0.516930735	2.37484068	TOC
622	0.453694616	3.9836326	TOC
623	0.440584689	1.59729451	TOC
624	0.458076276	1.21819101	TOC
625	0.517351374	2.37484068	TOC
626	0.297707515	0.16742233	TOC
627	0.286876052	0.65980643	TOC
628	0.307767807	0.07139807	TOC
629	0.314147504	0.53074999	TOC
630	0.186238082	0.15045523	TOC
631	0.444580763	2.03512241	TOC
632	0.370758553	1.85549016	TOC
633	0.445562255	0.16064459	TOC
634	0.516019349	2.18837558	TOC
635	0.459653674	3.7971675	TOC
636	0.435642176	1.41082941	TOC
637	0.457865956	1.03172591	TOC
638	0.511287156	2.18837558	TOC
639	0.305138811	0.35388743	TOC
640	0.287892597	0.84627153	TOC
641	0.315549635	0.25786317	TOC
642	0.309204992	0.34428489	TOC
643	0.456043186	1.88466718	TOC
644	0.384254066	2.00594539	TOC
645	0.455692653	0.01018936	TOC
646	0.526009534	2.03792035	TOC
647	0.466489063	3.64671227	TOC
648	0.44882221	1.26037418	TOC
649	0.47073051	0.88127068	TOC
650	0.516545149	2.03792035	TOC
651	0.314147504	0.50434266	TOC
652	0.304087213	0.99672676	TOC
653	0.317547672	0.4083184	TOC
654	0.324558329	0.19382966	TOC
655	0.289224621	3.89061257	TOC
656	0.262934661	1.87447782	TOC
657	0.303876893	0.15325317	TOC
658	0.272854739	1.76204509	TOC
659	0.264862591	0.624293	TOC
660	0.319580763	1.0033965	TOC
661	0.348920359	0.15325317	TOC
662	0.417379417	2.38900984	TOC
663	0.454185362	2.88139394	TOC
664	0.473674986	2.29298558	TOC
665	0.447525238	1.69083752	TOC
666	0.329535895	2.01613475	TOC
667	0.376752664	4.04386574	TOC
668	0.342330342	5.65265766	TOC
669	0.27425687	3.26631957	TOC
670	0.322840718	2.88721607	TOC
671	0.33290101	4.04386574	TOC
672	0.363222098	1.50160273	TOC
673	0.361189007	1.00921863	TOC
674	0.364519069	1.59762699	TOC
675	0.35298654	2.19977505	TOC
676	0.283581043	2.02773099	TOC
677	0.28109226	3.63652291	TOC
678	0.239063376	1.25018482	TOC
679	0.311343242	0.87108132	TOC
680	0.345415031	2.02773099	TOC
681	0.413313236	0.51453202	TOC
682	0.460600112	1.00691612	TOC
683	0.480300056	0.41850776	TOC
684	0.45075014	0.1836403	TOC
685	0.279760236	1.60879192	TOC
686	0.27019069	0.77754617	TOC
687	0.310537016	1.15664967	TOC
688	0.358139372	0	TOC
689	0.480194896	2.54226301	TOC
690	0.526780707	3.03464711	TOC
691	0.541783511	2.44623875	TOC
692	0.52201346	1.84409069	TOC
693	0.237906618	2.38633809	TOC
694	0.309134885	2.76544159	TOC
695	0.360312675	1.60879192	TOC
696	0.420919798	4.15105493	TOC
697	0.462422883	4.64343903	TOC
698	0.478652552	4.05503067	TOC
699	0.452117218	3.45288261	TOC
700	0.257045709	0.3791035	TOC
701	0.275974481	0.77754617	TOC
702	0.402236399	1.76471684	TOC
703	0.431575996	2.25710094	TOC
704	0.450574874	1.66869258	TOC
705	0.422041503	1.06654452	TOC
706	0.339981772	1.15664967	TOC
707	0.432872967	1.38561334	TOC
708	0.466313797	1.87799744	TOC
709	0.484962142	1.28958908	TOC
710	0.460004206	0.68744102	TOC
711	0.4551318	2.54226301	TOC
712	0.45748037	3.03464711	TOC
713	0.465016826	2.44623875	TOC
714	0.445351935	1.84409069	TOC
715	0.257150869	0.4923841	TOC
716	0.290837072	0.09602426	TOC
717	0.269840157	0.69817232	TOC
718	0.204395681	0.58840836	TOC
719	0.191706394	1.19055642	TOC
720	0.222202748	0.60214806	TOC
721	0.171761077	13	AK
722	0.186273135	4	AK
723	0.190514582	19	AK
724	0.446333427	13	AK
725	0.370793606	40	AK
726	0.452292485	32	AK
727	0.521487661	37	AK
728	0.458006169	470	AK
729	0.439673303	70	AK
730	0.462843522	39	AK
731	0.508342681	17	AK
732	0.300336511	16	AK
733	0.288558609	5	AK
734	0.309029725	22	AK
735	0.313656758	12	AK
736	0.16261217	9	AK
737	0.200049075	32	AK
738	0.440935222	0	AK
739	0.373808188	53	AK
740	0.447314919	19	AK
741	0.516930735	24	AK
742	0.453694616	457	AK
743	0.440584689	57	AK
744	0.458076276	26	AK
745	0.517351374	4	AK
746	0.297707515	29	AK
747	0.286876052	8	AK
748	0.307767807	35	AK
749	0.314147504	25	AK
750	0.186238082	23	AK
751	0.444580763	9	AK
752	0.370758553	44	AK
753	0.445562255	28	AK
754	0.516019349	33	AK
755	0.459653674	466	AK
756	0.435642176	66	AK
757	0.457865956	35	AK
758	0.511287156	13	AK
759	0.305138811	20	AK
760	0.287892597	1	AK
761	0.315549635	26	AK
762	0.309204992	16	AK
763	0.456043186	32	AK
764	0.384254066	21	AK
765	0.455692653	51	AK
766	0.526009534	56	AK
767	0.466489063	489	AK
768	0.44882221	89	AK
769	0.47073051	58	AK
770	0.516545149	36	AK
771	0.314147504	3	AK
772	0.304087213	24	AK
773	0.317547672	3	AK
774	0.324558329	7	AK
775	0.289224621	53	AK
776	0.262934661	19	AK
777	0.303876893	24	AK
778	0.272854739	457	AK
779	0.264862591	57	AK
780	0.319580763	26	AK
781	0.348920359	4	AK
782	0.417379417	29	AK
783	0.454185362	8	AK
784	0.473674986	35	AK
785	0.447525238	25	AK
786	0.329535895	72	AK
787	0.376752664	77	AK
788	0.342330342	510	AK
789	0.27425687	110	AK
790	0.322840718	79	AK
791	0.33290101	57	AK
792	0.363222098	24	AK
793	0.361189007	45	AK
794	0.364519069	18	AK
795	0.35298654	28	AK
796	0.283581043	5	AK
797	0.28109226	438	AK
798	0.239063376	38	AK
799	0.311343242	7	AK
800	0.345415031	15	AK
801	0.413313236	48	AK
802	0.460600112	27	AK
803	0.480300056	54	AK
804	0.45075014	44	AK
805	0.279760236	433	AK
806	0.27019069	33	AK
807	0.310537016	2	AK
808	0.358139372	20	AK
809	0.480194896	53	AK
810	0.526780707	32	AK
811	0.541783511	59	AK
812	0.52201346	49	AK
813	0.237906618	400	AK
814	0.309134885	431	AK
815	0.360312675	453	AK
816	0.420919798	486	AK
817	0.462422883	465	AK
818	0.478652552	492	AK
819	0.452117218	482	AK
820	0.257045709	31	AK
821	0.275974481	53	AK
822	0.402236399	86	AK
823	0.431575996	65	AK
824	0.450574874	92	AK
825	0.422041503	82	AK
826	0.339981772	22	AK
827	0.432872967	55	AK
828	0.466313797	34	AK
829	0.484962142	61	AK
830	0.460004206	51	AK
831	0.4551318	33	AK
832	0.45748037	12	AK
833	0.465016826	39	AK
834	0.445351935	29	AK
835	0.257150869	21	AK
836	0.290837072	6	AK
837	0.269840157	4	AK
838	0.204395681	27	AK
839	0.191706394	17	AK
840	0.222202748	10	AK
841	0.171761077	0.9855	NO3
842	0.186273135	1.2585	NO3
843	0.190514582	2.766	NO3
844	0.446333427	3.8965	NO3
845	0.370793606	0.7225	NO3
846	0.452292485	2.012	NO3
847	0.521487661	4.476	NO3
