OTU_num	T.T4CK.1	T.T4CK.2	T.T4CK.3	T.T4CK.4	T.T4B.1	T.T4B.2	T.T4B.3	T.T4B.4
OTU_3655	0	0	0	0	0	0	0	0
OTU_3656	0	0	0	0	0	0	0	0
OTU_3657	2	1	3	1	0	1	0	0
OTU_3658	2	0	0	0	1	3	0	0
OTU_3659	0	0	0	0	0	0	0	0
OTU_3660	0	0	0	2	4	1	0	1
OTU_3661	5	4	5	22	0	0	0	0
OTU_3662	0	0	0	0	0	0	0	0
OTU_3663	0	0	0	0	0	0	0	0
OTU_3664	0	0	0	0	0	0	0	0
OTU_3665	4	1	3	4	2	5	3	2
OTU_3666	22	11	15	13	5	3	12	9
OTU_3667	0	0	0	0	0	0	2	0
OTU_3668	0	0	0	0	1	0	1	0
OTU_3669	10	13	19	18	3	7	11	10
OTU_3670	0	0	0	0	1	0	5	1
OTU_3671	0	0	0	1	0	0	0	0
OTU_3672	116	135	122	106	160	194	180	180
OTU_3673	0	0	0	0	0	0	0	0
OTU_3674	1	0	0	1	0	0	0	0
OTU_3675	0	0	0	0	0	0	0	0
OTU_3676	0	0	0	0	0	0	0	0
OTU_3677	41	16	43	16	7	6	13	4
OTU_3678	0	0	1	0	0	0	0	0
OTU_3679	0	0	0	0	0	0	0	0
OTU_3680	0	0	0	0	1	4	0	0
OTU_3681	0	0	0	1	0	0	0	0
OTU_3682	0	0	0	0	0	0	0	0
OTU_3683	0	0	0	0	0	0	0	3
OTU_3684	9	13	10	15	7	9	13	18
OTU_3685	0	0	1	0	0	3	0	1
OTU_3686	3	0	0	0	0	1	1	0
OTU_3687	0	3	0	0	0	0	0	0
OTU_3688	0	0	0	1	0	0	0	0
OTU_3689	0	0	0	0	0	0	0	0
OTU_3690	0	0	0	0	0	0	2	0
OTU_3691	1	1	0	0	0	0	0	0
OTU_3692	0	0	0	0	0	0	0	0
OTU_3693	0	0	0	0	0	0	0	0
OTU_3695	0	2	0	1	1	1	3	10
OTU_3696	1	0	0	0	0	0	0	0
OTU_3697	0	0	0	0	0	0	0	0
OTU_3698	1	0	0	0	0	0	0	3
OTU_3699	0	0	0	0	0	0	0	0
OTU_3700	3	0	5	0	0	0	0	0
OTU_3701	0	0	0	0	0	0	0	0
OTU_3702	0	1	1	0	1	0	0	0
OTU_3703	0	3	1	0	0	0	0	0
OTU_3704	0	0	0	0	0	0	0	0
OTU_3705	0	0	0	0	0	0	0	0
OTU_3706	0	1	0	0	0	0	0	1
OTU_3707	0	0	0	0	0	0	0	0
OTU_3708	0	0	0	0	0	0	0	0
OTU_3709	0	0	0	0	0	0	0	0
OTU_3710	0	1	1	0	1	0	0	0
OTU_3711	0	0	0	0	0	4	0	0
OTU_3712	0	0	0	1	0	0	0	0
OTU_3713	0	0	0	0	0	0	0	0
OTU_3714	0	0	0	0	0	0	0	0
OTU_3715	0	1	3	2	0	2	0	0
OTU_3716	0	0	0	0	0	0	3	0
OTU_3717	0	0	0	0	0	0	0	0
OTU_3718	3	0	0	3	3	0	0	0
OTU_3719	0	0	0	0	0	0	0	0
OTU_3720	0	2	0	0	0	0	0	0
OTU_3721	0	0	0	0	0	0	0	0
OTU_3722	0	0	0	0	0	0	0	0
OTU_3723	0	0	0	0	0	0	0	0
OTU_3724	0	0	3	0	1	0	0	0
OTU_3725	5	3	5	1	0	0	0	3
OTU_3726	0	3	0	0	0	0	0	0
OTU_3727	1	1	1	0	0	1	1	0
OTU_3728	0	0	0	0	0	0	0	0
OTU_3729	0	0	0	0	0	0	0	0
OTU_3730	0	0	1	0	1	0	3	1
OTU_3731	23	16	21	29	28	28	48	48
OTU_3732	0	0	0	0	4	2	0	0
OTU_3733	0	0	0	0	0	0	0	0
OTU_3734	0	1	0	0	0	0	0	0
OTU_3735	0	0	0	0	0	0	0	0
OTU_3736	0	0	0	0	0	0	0	0
OTU_3737	0	0	0	0	0	0	0	0
OTU_3738	15	10	4	21	15	19	24	22
OTU_3739	1	1	1	0	0	1	0	0
OTU_3741	0	0	0	1	0	0	0	0
OTU_3742	0	0	0	0	0	0	0	0
OTU_3743	5	0	0	0	0	0	0	0
OTU_3744	0	0	1	0	0	0	0	0
OTU_3745	0	0	0	0	0	0	0	0
OTU_3747	0	0	0	0	0	0	0	0
OTU_3748	0	0	0	0	0	0	0	0
OTU_3749	0	0	0	0	0	0	0	0
OTU_3750	3	0	3	3	2	0	4	0
OTU_3751	0	0	0	0	0	2	0	0
OTU_3752	3	7	8	4	10	7	4	3
OTU_3753	0	0	0	0	0	0	0	0
OTU_3754	1	0	0	2	0	0	0	0
OTU_3755	0	0	0	0	0	0	0	0
OTU_3756	0	0	0	0	2	0	0	0
OTU_3757	0	0	0	0	2	1	0	0
OTU_3758	0	1	0	0	0	0	0	0
OTU_3759	0	0	1	0	0	0	0	0
OTU_3760	0	0	0	0	0	0	0	0
OTU_3761	0	5	0	0	0	3	1	0
OTU_3762	1	1	0	1	1	1	0	0
OTU_3763	0	0	0	0	0	2	0	0
OTU_3764	1	3	0	1	3	8	2	3
OTU_3765	0	0	0	0	0	1	1	0
OTU_3766	0	1	1	0	0	0	0	0
OTU_3767	1	1	1	0	0	0	0	0
OTU_3768	0	0	0	0	0	0	0	0
OTU_3769	1	0	0	0	1	0	0	0
OTU_3770	0	0	0	0	0	0	0	0
OTU_3772	0	0	0	1	3	0	0	0
OTU_3773	0	0	0	0	0	0	0	0
OTU_3774	0	0	0	0	0	0	2	0
OTU_3775	0	0	3	3	0	0	0	0
OTU_3777	2	2	2	0	0	1	5	1
OTU_3778	0	0	0	0	0	4	0	0
OTU_3779	4	3	5	1	0	1	1	1
OTU_3780	0	0	0	1	2	0	1	2
OTU_3781	1	0	4	0	0	0	0	0
OTU_3782	103	54	56	66	109	75	52	71
OTU_3783	0	0	0	0	1	0	0	1
OTU_3784	0	0	0	1	0	0	0	0
OTU_3785	0	0	0	1	7	2	1	1
OTU_3786	0	0	0	0	0	0	0	0
OTU_3787	1	0	0	0	0	0	0	0
OTU_3788	0	1	0	0	1	0	0	0
OTU_3789	0	0	0	0	0	0	0	0
OTU_3790	0	0	0	0	0	0	0	0
OTU_3791	0	0	0	0	0	1	0	0
OTU_3792	0	0	0	0	0	0	0	0
OTU_3794	0	0	0	0	0	0	0	0
OTU_3795	0	5	1	0	1	0	0	0
OTU_3796	0	0	0	0	0	0	0	0
OTU_3797	0	0	0	0	0	0	0	0
OTU_3798	0	0	0	0	0	0	0	0
OTU_3799	0	5	0	0	0	0	0	0
OTU_3800	2	0	10	5	5	0	0	0
OTU_3801	0	0	0	0	0	0	0	0
OTU_3802	0	0	0	0	0	0	0	0
OTU_3804	0	0	0	0	0	0	0	0
OTU_3805	1	3	1	1	1	0	1	0
OTU_3807	0	0	0	0	0	0	0	0
OTU_3808	0	0	0	0	0	0	0	1
OTU_3809	0	1	2	0	0	0	1	0
OTU_3810	0	2	0	0	0	0	0	0
OTU_3811	0	0	0	0	0	0	0	0
OTU_3812	0	1	0	0	0	0	0	0
OTU_3813	1	0	3	0	2	0	0	0
OTU_3814	0	0	0	0	0	0	3	1
OTU_3816	0	0	0	0	0	1	0	0
OTU_3817	0	0	0	0	0	3	0	0
OTU_3818	0	0	0	0	2	3	0	0
OTU_3819	0	0	1	1	0	0	0	0
OTU_3820	0	0	0	0	1	0	0	1
OTU_3821	1	1	0	0	1	0	1	1
OTU_3822	0	1	1	0	1	0	0	1
OTU_3823	0	1	0	0	0	0	0	0
OTU_3824	3	0	0	0	0	0	1	1
OTU_3825	0	0	3	0	0	0	0	0
OTU_3826	0	0	0	0	0	0	3	0
OTU_3827	0	0	0	0	0	0	0	3
OTU_3829	0	0	0	0	1	0	0	0
OTU_3830	0	0	0	0	0	0	0	0
OTU_3831	0	0	0	0	0	0	0	0
OTU_3832	0	0	0	0	0	0	0	0
OTU_3833	3	4	4	2	4	7	3	7
OTU_3834	1	1	0	0	0	0	0	0
OTU_3835	0	1	1	0	0	0	0	0
OTU_3836	0	0	1	0	0	0	1	0
OTU_3837	0	0	0	1	2	0	1	0
OTU_3838	37	46	43	27	213	75	84	46
OTU_3840	0	1	0	0	0	0	0	0
OTU_3841	0	0	0	0	0	0	0	0
OTU_3842	5	4	4	7	41	36	24	73
OTU_3843	3	1	1	4	0	0	0	0
OTU_3844	0	0	0	0	0	0	2	1
OTU_3845	0	0	0	0	0	0	0	1
OTU_3846	4	4	1	0	0	0	0	0
OTU_3847	0	0	0	0	0	0	0	0
OTU_3848	3	0	0	3	0	1	0	0
OTU_3849	0	0	0	0	0	1	0	0
OTU_3850	0	0	0	0	0	0	0	0
OTU_3851	0	0	0	0	0	0	1	0
OTU_3855	0	0	0	0	0	0	0	0
OTU_3856	0	0	0	0	0	0	0	0
OTU_3857	4	3	1	0	1	0	0	3
OTU_3858	0	0	0	0	0	0	0	0
OTU_3859	1	4	3	1	0	1	3	2
OTU_3861	0	0	0	0	0	0	0	0
OTU_3862	0	0	0	0	0	0	0	4
OTU_3863	0	0	0	0	0	0	0	0
OTU_3864	3	0	1	1	1	0	0	0
OTU_3865	0	0	0	0	0	1	1	1
OTU_3866	0	0	0	0	0	0	0	0
OTU_3867	0	0	0	0	0	0	0	0
OTU_3868	0	0	0	0	0	0	0	0
OTU_3869	0	1	0	4	0	0	0	0
OTU_3870	1	0	1	0	0	0	0	0
OTU_3871	1	1	0	0	1	2	0	1
OTU_3874	0	0	0	0	0	0	0	0
OTU_3875	0	0	0	0	0	0	0	0
OTU_3876	0	1	0	3	3	4	4	0
OTU_3877	0	0	0	1	0	0	0	0
OTU_3878	4	1	0	0	1	0	2	0
OTU_3879	0	0	3	0	0	0	0	0
OTU_3880	0	0	0	0	0	0	0	0
OTU_3881	0	0	0	0	0	1	0	0
OTU_3882	3	1	1	0	0	0	0	0
OTU_3883	0	0	0	0	0	0	0	0
OTU_3884	3	4	5	1	1	0	0	0
OTU_3885	3	0	0	1	0	0	0	0
OTU_3886	0	0	0	0	0	0	0	0
OTU_3887	0	0	0	0	0	0	0	0
OTU_3888	0	0	0	0	0	0	0	0
OTU_3889	0	0	0	0	0	0	0	0
OTU_3890	0	0	0	3	0	0	0	0
OTU_3891	0	0	0	0	0	0	0	0
OTU_3892	8	13	11	7	5	8	7	4
OTU_3893	3	6	6	7	4	0	2	5
OTU_3894	1	0	0	0	0	3	0	0
OTU_3895	0	0	0	0	0	0	0	0
OTU_3896	0	0	0	0	0	0	0	0
OTU_3897	0	0	0	0	0	0	0	0
OTU_3899	0	0	0	0	0	0	0	0
OTU_3900	0	0	0	0	0	0	0	0
OTU_3901	2	0	0	1	0	0	0	0
OTU_3902	3	0	0	0	0	0	0	0
OTU_3903	0	0	0	0	0	0	0	0
OTU_3904	2	0	0	0	0	0	0	0
OTU_3905	0	0	0	0	0	0	0	0
OTU_3906	0	1	0	1	0	1	0	0
OTU_3907	0	0	1	0	0	0	0	0
OTU_3908	0	0	0	0	0	0	0	0
OTU_3909	0	0	0	0	0	0	3	0
OTU_3910	0	0	0	0	0	3	0	0
OTU_3911	0	0	0	0	0	0	0	0
OTU_3912	0	0	1	0	1	0	0	1
OTU_3913	0	0	0	0	0	0	0	0
OTU_3914	0	0	0	0	0	0	0	0
OTU_3915	0	0	8	1	0	0	0	0
OTU_3916	0	0	0	0	0	0	0	0
OTU_3918	0	0	0	0	0	0	0	0
OTU_3919	0	0	0	4	0	0	0	0
OTU_3920	0	0	0	0	0	0	0	0
OTU_3921	0	0	0	2	0	0	0	0
OTU_3922	0	0	0	0	0	0	3	0
OTU_3923	0	0	0	0	0	0	0	0
OTU_3924	1	0	0	0	0	0	1	0
OTU_3925	0	0	0	0	0	0	0	0
OTU_3926	0	3	2	0	0	0	0	0
OTU_3927	0	0	0	0	0	0	0	0
OTU_3928	0	0	0	0	0	0	0	1
OTU_3929	0	0	0	0	2	0	0	0
OTU_3930	0	0	0	0	4	0	0	0
OTU_3931	1	0	1	1	4	6	5	5
OTU_3932	0	0	0	0	0	0	0	0
OTU_3933	0	2	0	0	0	0	1	0
OTU_3934	0	0	0	0	0	0	2	0
OTU_3935	0	0	0	0	0	0	0	0
OTU_3936	0	0	0	0	0	0	0	0
OTU_3937	0	0	0	0	0	0	0	0
OTU_3938	0	0	1	0	1	0	1	0
OTU_3939	0	0	0	0	0	0	0	0
OTU_3940	0	0	0	1	0	0	0	0
OTU_3941	0	0	0	0	0	0	0	1
OTU_3942	0	0	0	0	0	0	0	0
OTU_3943	2	3	3	2	1	0	0	0
OTU_3944	0	0	0	0	0	0	0	0
OTU_3945	0	0	0	0	0	0	1	0
OTU_3946	0	0	0	0	0	0	0	0
OTU_3947	0	0	0	0	0	0	0	0
OTU_3948	0	0	0	0	0	0	0	0
OTU_3949	0	1	0	0	3	0	0	4
OTU_3950	5	3	3	13	4	0	0	4
OTU_3951	0	0	2	0	0	0	0	0
OTU_3952	0	0	0	0	0	0	0	0
OTU_3953	0	0	0	0	0	1	0	0
OTU_3954	1	1	0	0	0	0	0	0
OTU_3955	0	0	0	0	0	0	0	0
OTU_3956	0	0	0	0	0	0	0	0
OTU_3957	0	0	3	0	0	0	0	0
OTU_3958	0	0	0	0	0	1	0	0
OTU_3959	0	1	0	0	0	0	0	0
OTU_3960	0	0	0	0	3	0	0	0
OTU_3961	0	0	1	0	0	3	1	0
OTU_3962	10	10	11	10	1	5	3	0
OTU_3963	0	0	0	0	0	0	0	0
OTU_3964	0	0	0	0	0	0	0	0
OTU_3965	0	0	0	0	0	0	0	0
OTU_3966	0	0	0	0	2	0	0	1
OTU_3967	1	0	0	0	1	1	0	0
OTU_3968	0	0	0	0	0	0	0	0
OTU_3970	0	0	0	0	0	2	0	0
OTU_3971	0	0	0	0	0	0	0	0
OTU_3972	0	0	0	0	0	0	0	0
OTU_3973	1	1	0	0	0	0	1	0
OTU_3974	0	0	0	0	1	0	0	0
OTU_3975	0	0	0	0	0	0	0	0
OTU_3976	0	1	0	0	0	0	0	0
OTU_3977	0	1	0	0	0	0	0	1
OTU_3978	0	0	0	0	0	0	0	0
OTU_3979	0	0	1	0	0	0	0	0
OTU_3980	0	0	0	0	0	0	0	0
OTU_3981	0	0	0	0	0	0	0	0
OTU_3982	3	1	1	0	2	0	0	0
OTU_3983	0	3	0	0	0	0	0	0
OTU_3984	0	0	0	1	3	1	0	0
OTU_3985	3	1	1	1	4	3	3	3
OTU_3986	0	0	0	0	0	0	0	0
OTU_3987	0	0	4	1	1	0	0	1
OTU_3988	0	0	0	0	0	0	0	0
OTU_3989	0	0	1	1	1	0	3	0
OTU_3990	0	0	0	0	0	0	0	0
OTU_3991	2	0	0	0	1	0	0	0
OTU_3993	1	3	0	1	0	0	0	8
OTU_3994	0	0	0	0	0	0	0	0
OTU_3995	0	0	0	0	0	0	0	0
OTU_3996	5	8	5	11	5	8	10	16
OTU_3997	0	0	0	0	0	0	0	4
OTU_3998	0	0	0	0	0	0	0	0
OTU_3999	0	0	0	0	0	0	0	0
OTU_4000	0	0	0	0	1	0	0	0
OTU_4001	0	0	0	0	0	0	0	0
OTU_4002	0	0	0	0	0	1	4	0
OTU_4003	0	3	0	0	0	0	0	0
OTU_4004	0	0	0	0	0	0	0	0
OTU_4005	1	0	0	0	0	0	0	0
OTU_4006	0	0	0	0	0	0	0	0
OTU_4007	0	2	0	0	0	0	0	3
OTU_4008	0	0	0	0	0	0	0	0
OTU_4009	0	0	0	0	1	0	0	0
OTU_4010	0	0	1	3	0	0	0	0
OTU_4011	0	0	0	0	0	0	0	0
OTU_4012	0	0	1	0	0	0	0	0
OTU_4013	0	0	0	0	0	0	0	0
OTU_4014	3	1	2	0	0	0	0	3
OTU_4015	0	0	0	0	0	0	0	0
OTU_4016	0	0	3	0	3	1	0	0
OTU_4017	0	0	0	0	0	0	0	0
OTU_4018	0	0	0	0	0	0	0	0
OTU_4019	0	0	0	0	1	4	0	0
OTU_4020	0	0	0	0	0	0	0	0
OTU_4021	0	0	0	0	0	0	0	0
OTU_4023	73	36	89	82	15	16	8	28
OTU_4024	0	0	0	0	0	0	0	0
OTU_4026	0	0	0	0	0	3	4	0
OTU_4027	0	0	0	0	0	0	0	0
OTU_4028	0	1	0	0	1	0	0	0
OTU_4029	0	0	0	0	0	0	0	0
OTU_4030	1	0	0	3	0	0	0	0
OTU_4031	3	0	0	4	0	0	1	0
OTU_4032	0	0	0	0	0	0	0	0
OTU_4033	1	0	0	3	1	0	3	0
OTU_4034	10	8	8	4	14	11	7	7
OTU_4035	0	0	0	0	0	0	0	0
OTU_4036	0	0	0	0	0	0	0	0
OTU_4037	2	0	0	1	0	0	0	0
OTU_4038	0	0	0	0	0	0	0	0
OTU_4039	15	12	11	3	1	3	4	1
OTU_4040	0	0	0	0	0	0	0	1
OTU_4042	1	1	0	1	3	0	0	0
OTU_4043	1	0	0	0	0	0	0	0
OTU_4044	0	0	0	0	0	0	0	0
OTU_4045	0	0	0	0	0	0	0	0
OTU_4046	3	0	0	0	0	0	0	0
OTU_4047	0	0	0	0	0	0	0	0
OTU_4049	0	0	0	0	0	0	0	0
OTU_4050	0	0	0	0	0	1	0	0
OTU_4051	0	0	0	0	1	0	0	0
OTU_4052	0	0	0	0	0	0	0	0
OTU_4053	66	35	33	37	33	49	100	86
OTU_4054	0	0	0	3	0	0	0	0
OTU_4055	5	0	2	5	10	5	11	5
OTU_4056	0	1	1	0	1	3	3	0
OTU_4057	0	0	0	0	0	0	0	0
OTU_4059	0	0	0	0	0	0	0	0
OTU_4060	0	0	0	0	0	0	0	0
OTU_4061	0	0	0	0	0	0	0	0
OTU_4062	0	0	0	0	0	0	0	0
OTU_4063	0	0	0	0	0	0	0	0
OTU_4064	3	0	0	0	3	0	0	2
OTU_4065	0	1	0	0	1	0	0	0
OTU_4066	0	0	0	0	0	0	0	0
OTU_4068	0	0	0	0	0	0	0	0
OTU_4070	0	0	0	0	0	0	0	3
OTU_4071	0	0	0	0	2	0	1	1
OTU_4072	0	0	0	0	0	0	0	0
OTU_4073	2	0	1	0	0	1	0	0
OTU_4074	1	1	0	1	1	0	0	0
OTU_4075	0	0	0	0	0	0	0	0
OTU_4076	0	0	2	1	0	3	0	0
OTU_4077	0	0	0	0	0	0	0	0
OTU_4078	0	0	0	0	0	0	0	0
OTU_4079	0	0	0	0	1	0	1	0
OTU_4080	3	0	0	4	1	0	0	0
OTU_4081	0	0	0	0	0	0	0	0
OTU_4082	0	0	0	0	0	0	1	0
OTU_4083	0	0	0	0	1	1	0	0
OTU_4084	0	0	0	0	1	0	0	0
OTU_4085	0	0	0	0	0	0	0	0
OTU_4086	0	0	0	0	0	0	0	0
OTU_4087	6	4	6	13	8	11	8	4
OTU_4088	1	0	0	0	1	0	0	0
OTU_4090	0	0	0	0	0	1	0	0
OTU_4094	1	7	5	0	0	0	0	0
OTU_4095	0	1	0	0	0	0	0	0
OTU_4097	0	0	0	0	0	0	0	0
OTU_4098	0	0	0	0	0	0	0	0
OTU_4099	0	0	0	0	1	0	0	0
OTU_4100	0	0	0	0	0	0	0	0
OTU_4101	18	7	22	19	16	22	24	24
OTU_4102	19	22	27	29	11	11	10	8
OTU_4103	0	0	0	0	0	0	1	0
OTU_4104	0	0	0	0	0	2	0	0
OTU_4105	0	0	0	2	0	0	0	0
OTU_4106	0	0	0	0	0	0	0	0
OTU_4107	0	0	0	0	1	0	0	0
OTU_4108	0	0	4	0	0	0	0	0
OTU_4109	0	0	0	0	1	0	0	0
OTU_4110	0	0	0	0	0	0	2	0
OTU_4111	1	0	0	0	0	0	0	0
OTU_4112	0	0	0	0	0	0	0	0
OTU_4113	0	0	0	0	0	0	1	0
OTU_4114	0	0	0	3	0	0	0	0
OTU_4116	0	0	0	0	0	0	1	1
OTU_4117	0	0	0	0	5	0	0	3
OTU_4118	0	0	0	0	0	0	0	0
OTU_4119	0	0	0	0	0	0	0	0
OTU_4120	1	1	2	1	2	3	0	1
OTU_4121	0	0	0	0	1	0	0	0
OTU_4122	0	0	0	0	0	0	0	0
OTU_4124	0	0	0	1	0	0	0	0
OTU_4126	0	0	0	0	0	0	0	0
OTU_4127	0	0	0	0	0	0	0	0
OTU_4128	0	0	0	0	0	0	0	0
OTU_4130	0	0	0	0	2	0	0	1
OTU_4131	0	0	0	1	0	1	0	0
OTU_4132	0	0	0	0	0	0	0	0
OTU_4133	0	0	0	0	0	0	0	0
OTU_4134	0	0	0	0	0	0	0	0
OTU_4135	0	0	0	0	0	0	0	0
OTU_4136	0	0	1	0	1	0	0	0
OTU_4137	1	1	0	0	0	0	0	0
OTU_4138	0	0	0	0	0	1	0	0
OTU_4139	0	0	0	1	0	0	0	0
OTU_4140	0	0	0	0	0	0	0	0
OTU_4143	0	0	0	0	0	0	0	0
OTU_4144	0	0	0	0	0	0	0	0
OTU_4145	0	0	0	0	0	0	0	0
OTU_4146	0	0	0	0	1	0	0	0
OTU_4149	0	0	0	0	0	0	0	0
OTU_4151	0	0	0	0	1	0	1	1
OTU_4152	0	0	0	0	0	0	0	0
OTU_4153	0	0	0	0	0	0	0	0
OTU_4154	3	5	1	3	4	2	3	3
OTU_4155	0	0	0	0	0	0	0	0
OTU_4156	1	0	0	0	0	0	0	0
OTU_4157	0	0	0	0	0	0	0	0
OTU_4159	0	0	0	0	0	3	0	0
OTU_4160	1	0	0	0	0	0	0	0
OTU_4161	0	0	0	0	0	0	0	0
OTU_4162	1	0	0	0	0	0	0	0
OTU_4163	1	0	0	0	0	0	0	1
OTU_4164	0	0	0	0	0	0	0	1
OTU_4165	0	0	0	0	0	2	0	0
OTU_4166	0	0	0	0	0	1	0	0
OTU_4167	0	0	0	2	0	0	0	0
OTU_4168	0	0	4	1	0	0	0	0
OTU_4170	0	0	0	0	0	0	0	0
OTU_4171	61	48	74	71	76	55	106	66
OTU_4172	0	0	0	0	0	0	0	0
OTU_4173	0	0	0	0	1	0	0	0
OTU_4174	0	0	0	0	0	0	1	0
OTU_4175	1	0	3	1	0	1	1	6
OTU_4176	0	0	8	5	0	0	1	0
OTU_4177	0	0	0	0	0	0	0	0
OTU_4178	0	1	0	0	0	0	0	0
OTU_4179	0	0	0	0	0	0	0	0
OTU_4180	0	1	1	0	0	0	0	0
OTU_4181	0	0	0	0	0	0	0	0
OTU_4182	3	1	0	1	0	0	0	0
OTU_4183	0	0	0	0	0	0	0	0
OTU_4184	0	1	0	0	0	0	0	0
OTU_4185	0	0	4	2	1	0	0	1
OTU_4188	0	0	0	0	0	0	0	1
OTU_4189	1	0	0	0	0	0	0	0
OTU_4190	0	0	0	0	0	0	0	0
OTU_4191	0	1	0	1	0	0	0	0
OTU_4192	0	0	0	0	0	0	0	0
OTU_4193	0	0	1	0	2	2	0	2
OTU_4194	0	0	0	0	0	0	0	0
OTU_4195	0	0	0	1	0	2	0	0
OTU_4196	1	1	0	0	0	0	1	2
OTU_4198	0	0	0	0	0	0	1	0
OTU_4199	12	24	0	3	0	0	4	1
OTU_4200	0	0	0	0	4	0	0	0
OTU_4201	0	1	0	1	0	0	0	0
OTU_4202	0	0	0	0	0	1	0	0
OTU_4203	0	0	1	0	0	0	0	0
OTU_4204	0	1	1	1	0	0	1	0
OTU_4205	0	0	0	0	0	0	0	0
OTU_4207	0	0	0	0	0	0	0	0
OTU_4208	0	0	0	0	0	0	0	0
OTU_4210	0	0	0	0	0	0	0	0
OTU_4211	0	1	1	1	0	0	0	0
OTU_4212	0	0	0	0	2	0	0	0
OTU_4214	0	0	0	0	0	0	0	0
OTU_4215	0	0	0	0	1	0	0	0
OTU_4216	10	4	17	17	10	18	5	8
OTU_4217	3	3	6	4	1	1	0	0
OTU_4218	3	2	0	0	1	0	0	0
OTU_4219	0	0	0	0	0	3	0	0
OTU_4221	1	1	1	0	0	0	0	0
OTU_4222	0	0	3	0	0	0	0	0
OTU_4223	0	0	0	0	0	0	0	0
OTU_4224	0	0	0	0	0	0	0	0
OTU_4226	1	2	0	0	1	1	0	0
OTU_4227	0	0	1	0	0	0	0	0
OTU_4228	0	0	0	2	0	0	0	0
OTU_4229	0	0	0	0	0	0	0	0
OTU_4230	0	0	0	0	0	0	0	0
OTU_4231	0	0	0	0	3	0	0	0
OTU_4232	3	0	0	0	0	0	0	0
OTU_4233	0	0	0	0	0	0	0	0
OTU_4234	0	0	0	0	0	0	1	0
OTU_4235	0	0	0	0	0	0	0	0
OTU_4236	0	1	0	0	3	0	1	0
OTU_4237	0	0	0	0	0	0	0	0
OTU_4238	0	0	0	0	0	0	0	3
OTU_4239	0	0	0	0	0	0	0	0
OTU_4241	0	0	0	1	0	0	0	0
OTU_4242	0	0	0	0	0	0	0	0
OTU_4243	0	0	0	0	0	0	1	0
OTU_4244	0	0	0	0	0	0	0	0
OTU_4245	1	0	0	0	0	0	0	0
OTU_4246	0	0	0	0	0	0	0	0
OTU_4247	0	0	0	3	0	0	0	0
OTU_4248	0	0	0	0	4	0	0	2
OTU_4249	0	0	1	3	0	0	0	0
OTU_4250	0	0	0	0	0	0	0	0
OTU_4251	0	0	1	0	0	0	1	1
OTU_4252	0	0	3	0	0	0	0	0
OTU_4253	0	0	0	0	0	0	0	0
OTU_4254	5	0	1	0	0	0	0	0
OTU_4255	0	0	0	0	0	0	0	0
OTU_4256	1	0	0	1	0	0	0	0
OTU_4257	0	0	0	0	0	0	0	0
OTU_4258	0	0	0	0	0	0	0	0
OTU_4259	0	3	0	0	0	0	0	0
OTU_4260	0	0	0	0	0	0	0	0
OTU_4261	1	3	3	3	0	1	0	0
OTU_4262	0	0	0	0	0	0	0	0
OTU_4263	0	0	1	1	0	2	0	0
OTU_4264	0	0	0	0	0	0	0	0
OTU_4265	1	0	0	2	1	0	0	0
OTU_4266	0	0	1	0	0	0	0	0
OTU_4267	0	0	0	0	0	0	0	0
OTU_4268	0	0	0	0	0	0	0	0
OTU_4269	1	0	0	1	1	0	1	0
OTU_4270	0	0	0	0	0	0	0	0
OTU_4271	0	0	0	0	0	0	0	0
OTU_4272	0	0	0	0	0	0	0	0
OTU_4274	0	0	0	1	0	0	0	0
OTU_4275	16	22	16	15	21	30	35	39
OTU_4276	0	0	1	0	0	0	0	0
OTU_4277	0	0	0	0	0	0	2	0
OTU_4278	1	0	0	1	0	0	0	0
OTU_4279	0	0	0	0	0	0	0	0
OTU_4280	0	0	0	0	0	0	0	0
OTU_4281	0	0	0	0	1	2	0	0
OTU_4282	0	0	3	0	1	0	2	0
OTU_4283	1	0	0	0	0	0	1	0
OTU_4284	1	0	0	0	0	0	1	0
OTU_4285	0	0	0	0	0	0	0	0
OTU_4286	0	0	0	0	0	0	0	0
OTU_4287	0	0	0	0	0	0	0	0
OTU_4288	0	0	0	0	0	0	0	0
OTU_4289	0	0	0	0	0	0	0	0
OTU_4290	0	0	0	0	0	0	2	0
OTU_4292	0	0	0	0	0	0	0	0
OTU_4294	0	0	1	0	0	1	0	0
OTU_4295	0	0	0	0	0	0	0	0
OTU_4296	0	0	0	0	0	0	0	0
OTU_4297	0	0	0	0	0	0	0	0
OTU_4298	0	0	0	0	0	0	0	0
OTU_4299	0	0	0	0	0	0	0	1
OTU_4300	0	0	0	1	0	0	0	0
OTU_4301	0	0	0	0	0	0	0	0
OTU_4302	0	1	0	0	0	0	3	1
OTU_4303	8	2	1	1	4	2	6	5
OTU_4304	0	0	0	0	0	0	0	0
OTU_4305	0	0	0	0	0	0	0	0
OTU_4306	0	0	1	0	0	0	0	0
OTU_4308	0	2	0	0	1	0	0	0
OTU_4309	0	0	0	0	0	0	0	0
OTU_4311	0	0	0	0	0	0	0	0
OTU_4312	0	0	0	1	1	0	0	0
OTU_4313	0	0	0	0	0	0	0	0
OTU_4314	6	3	1	1	3	0	2	0
OTU_4315	0	0	0	0	0	0	0	0
OTU_4316	0	0	0	0	0	0	0	0
OTU_4317	0	0	3	1	1	1	0	0
