#OTU_num	T.T3CK.1	T.T3CK.2	T.T3CK.3	T.T3CK.4	T.T3B.1	T.T3B.2	T.T3B.3	T.T3B.4
OTU_5914	0	0	0	0	0	0	0	0
OTU_5915	0	0	0	0	0	0	0	0
OTU_5916	0	0	0	0	0	0	0	0
OTU_5917	0	0	0	0	0	0	0	0
OTU_5918	0	0	0	1	0	0	0	0
OTU_5920	0	0	0	0	0	0	0	0
OTU_5921	0	0	0	0	1	0	0	0
OTU_5922	0	0	0	0	1	0	0	0
OTU_5923	0	0	0	0	0	0	0	0
OTU_5924	0	0	0	0	0	0	0	0
OTU_5925	0	0	0	0	0	0	0	0
OTU_5926	0	0	0	0	0	0	0	0
OTU_5927	0	0	0	0	1	1	0	0
OTU_5928	0	0	0	0	1	0	0	0
OTU_5929	0	0	0	0	0	0	0	0
OTU_5930	0	0	0	0	0	0	0	0
OTU_5932	0	1	0	0	0	0	0	0
OTU_5933	0	0	0	0	0	0	0	0
OTU_5934	0	0	0	0	3	0	0	0
OTU_5936	0	0	0	0	0	0	1	0
OTU_5937	0	0	0	0	0	0	0	0
OTU_5938	0	0	0	1	0	0	0	0
OTU_5940	0	0	0	0	0	0	0	0
OTU_5943	0	0	0	0	0	0	0	0
OTU_5944	0	0	0	0	0	0	0	0
OTU_5945	1	0	0	0	0	0	0	0
OTU_5946	0	0	0	3	0	0	0	0
OTU_5948	0	0	0	0	0	0	0	0
OTU_5949	0	0	0	0	0	0	0	0
OTU_5951	0	0	0	0	0	0	0	0
OTU_5952	0	1	0	0	0	0	0	0
OTU_5953	0	0	0	0	0	0	0	0
OTU_5954	1	1	0	2	5	2	0	2
OTU_5955	0	0	0	0	0	0	0	0
OTU_5956	33	50	126	107	48	52	82	69
OTU_5957	0	0	0	0	0	0	0	1
OTU_5959	0	0	0	0	0	0	0	0
OTU_5962	0	0	0	0	0	0	0	0
OTU_5963	0	0	0	0	0	0	0	0
OTU_5965	0	0	0	0	0	0	0	0
OTU_5967	0	0	0	0	0	0	0	0
OTU_5968	0	0	0	0	1	0	0	0
OTU_5969	0	0	0	0	0	0	0	0
OTU_5970	0	0	0	0	0	0	0	0
OTU_5971	0	0	0	0	0	0	0	0
OTU_5972	2	0	0	0	1	0	1	1
OTU_5973	0	0	0	0	0	0	0	0
OTU_5975	0	1	3	0	3	1	0	0
OTU_5976	0	0	0	1	0	0	0	0
OTU_5977	0	0	0	0	0	0	0	0
OTU_5981	0	0	0	0	0	0	0	0
OTU_5984	0	0	0	0	0	0	0	0
OTU_5988	0	0	0	0	0	0	0	0
OTU_5989	0	0	0	0	0	0	0	0
OTU_5990	0	0	0	0	0	0	0	0
OTU_5991	0	0	0	0	0	0	0	0
OTU_5993	0	1	0	0	0	0	0	0
OTU_5994	0	0	0	0	0	0	0	0
OTU_5995	0	0	0	0	0	0	0	0
OTU_5997	0	0	0	0	1	0	0	0
OTU_5998	0	0	0	0	0	0	0	0
OTU_6001	0	0	0	0	0	0	0	0
OTU_6002	0	0	0	0	0	0	0	0
OTU_6004	0	0	0	0	0	0	0	0
OTU_6005	0	0	0	0	0	0	0	0
OTU_6007	3	2	1	1	1	0	0	0
OTU_6008	0	0	0	0	0	0	0	0
OTU_6010	0	0	0	0	0	0	0	0
OTU_6011	0	0	0	0	0	0	0	0
OTU_6013	0	0	0	0	0	0	0	0
OTU_6015	0	1	0	0	0	0	0	0
OTU_6016	3	0	0	0	0	0	0	0
OTU_6017	0	0	0	0	0	0	0	0
OTU_6018	0	0	0	0	0	0	0	0
OTU_6019	0	0	0	0	0	0	0	0
OTU_6020	0	0	0	0	0	0	0	0
OTU_6022	0	0	0	0	2	0	0	3
OTU_6023	0	0	0	0	0	0	0	0
OTU_6024	0	0	0	0	0	0	0	0
OTU_6028	0	0	0	0	0	0	0	0
OTU_6029	0	0	0	0	0	0	0	0
OTU_6030	0	0	0	0	0	0	0	0
OTU_6031	0	0	0	1	0	0	0	0
OTU_6032	0	0	0	0	0	0	0	0
OTU_6033	0	0	0	0	0	0	0	0
OTU_6034	41	24	13	8	18	16	22	9
OTU_6035	0	0	0	0	0	0	0	0
OTU_6036	0	0	0	0	0	0	0	0
OTU_6037	0	0	0	0	0	0	0	0
OTU_6039	0	0	0	0	0	0	0	0
OTU_6040	0	0	0	0	0	0	2	0
OTU_6042	0	0	0	0	0	0	0	0
OTU_6043	0	0	0	0	0	0	0	0
OTU_6045	0	0	0	0	0	1	0	0
OTU_6046	0	0	0	0	0	0	0	0
OTU_6047	1	0	4	0	0	1	0	0
OTU_6048	0	1	0	0	0	0	0	0
OTU_6049	21	15	21	10	40	43	27	21
OTU_6050	0	0	0	0	0	0	0	0
OTU_6052	0	0	0	0	0	0	0	0
OTU_6053	0	0	0	0	0	0	0	0
OTU_6054	0	1	0	0	0	0	0	0
OTU_6055	1	1	1	1	0	0	0	0
OTU_6056	0	0	0	0	0	0	0	0
OTU_6057	12	7	14	10	19	7	10	11
OTU_6058	24	15	8	1	12	13	9	5
OTU_6059	0	0	0	0	0	0	0	0
OTU_6060	0	0	0	0	0	0	0	0
OTU_6061	0	0	1	0	0	0	0	0
OTU_6062	0	0	0	0	0	0	0	0
OTU_6063	0	0	0	2	0	0	0	0
OTU_6064	0	0	0	0	0	0	0	0
OTU_6065	0	0	0	0	0	0	0	0
OTU_6066	0	0	0	0	0	0	0	0
OTU_6067	0	0	0	0	0	3	0	0
OTU_6069	0	0	0	0	0	0	0	0
OTU_6070	0	0	0	0	0	0	0	0
OTU_6071	0	1	0	0	0	0	0	0
OTU_6073	0	0	0	0	0	0	0	0
OTU_6076	0	0	0	0	0	0	0	0
OTU_6077	0	0	0	0	0	0	0	0
OTU_6078	0	0	0	0	0	0	0	0
OTU_6079	0	0	0	0	0	0	0	0
OTU_6081	0	0	3	0	0	2	0	0
OTU_6082	0	0	0	0	0	0	0	0
OTU_6083	0	1	2	0	0	0	1	0
OTU_6084	0	3	0	0	0	0	0	0
OTU_6088	0	0	0	0	0	0	0	0
OTU_6089	0	0	0	0	0	0	1	0
OTU_6090	0	0	0	0	0	0	0	0
OTU_6091	0	0	0	0	0	0	0	0
OTU_6092	1	0	0	0	0	0	0	0
OTU_6094	0	0	0	0	0	0	0	0
OTU_6098	7	2	10	7	11	11	8	2
OTU_6100	0	0	0	0	0	0	0	0
OTU_6101	1	0	0	0	0	0	0	0
OTU_6102	9	3	0	0	0	1	0	3
OTU_6103	0	0	0	0	0	0	2	0
OTU_6105	1	1	1	1	11	8	5	5
OTU_6106	0	0	0	0	0	0	0	0
OTU_6107	1	0	0	1	0	0	0	1
OTU_6108	0	0	0	0	0	0	0	0
OTU_6109	0	2	0	0	0	0	0	0
OTU_6111	0	0	0	0	0	0	0	0
OTU_6112	0	0	0	0	0	0	0	0
OTU_6113	0	0	0	0	0	0	0	0
OTU_6114	0	0	0	0	0	0	0	0
OTU_6115	0	0	0	0	0	0	0	0
OTU_6116	2	4	3	3	0	0	0	0
OTU_6117	0	0	0	0	0	0	0	0
OTU_6119	0	0	0	0	0	0	1	0
OTU_6121	0	0	0	0	0	0	0	0
OTU_6122	0	0	0	0	0	0	1	0
OTU_6123	1	0	0	0	0	0	0	0
OTU_6125	2	2	3	1	5	8	4	3
OTU_6126	0	0	0	0	0	0	0	0
OTU_6127	0	0	0	0	0	0	0	0
OTU_6128	0	0	0	0	0	0	0	0
OTU_6129	0	0	0	0	1	0	2	3
OTU_6130	0	0	0	0	0	0	0	0
OTU_6132	0	0	0	0	0	0	0	1
OTU_6133	0	0	0	0	0	0	0	0
OTU_6135	0	0	0	0	0	0	0	0
OTU_6136	0	0	0	0	0	0	0	0
OTU_6137	0	1	0	0	5	1	0	2
OTU_6138	0	0	1	0	0	0	0	3
OTU_6139	0	0	0	0	0	0	1	0
OTU_6140	0	0	0	0	0	0	0	0
OTU_6142	0	0	0	0	0	0	1	0
OTU_6144	1	3	0	3	1	1	0	4
OTU_6145	0	0	0	0	0	0	0	0
OTU_6146	0	0	0	0	0	0	0	0
OTU_6147	0	0	0	0	0	0	0	0
OTU_6148	0	0	0	3	0	0	0	0
OTU_6149	0	0	0	4	0	0	0	0
OTU_6151	0	0	0	0	0	0	0	0
OTU_6152	1	0	0	0	0	0	0	0
OTU_6154	0	0	0	0	0	0	0	0
OTU_6155	22	22	11	30	11	11	8	5
OTU_6158	6	10	9	7	7	5	4	6
OTU_6159	0	0	0	0	0	0	0	0
OTU_6161	0	0	0	0	0	0	0	0
OTU_6162	0	0	0	0	0	0	0	0
OTU_6163	3	2	0	1	7	4	0	6
OTU_6167	0	3	0	3	1	4	6	10
OTU_6169	0	0	1	1	0	0	0	0
OTU_6170	0	0	0	0	0	0	0	0
OTU_6172	0	0	1	0	0	0	0	0
OTU_6173	0	1	0	0	0	0	0	0
OTU_6175	0	0	0	0	0	0	0	0
OTU_6176	0	0	3	0	0	0	0	0
OTU_6177	0	0	0	0	0	0	0	0
OTU_6178	0	0	0	0	1	0	0	0
OTU_6179	0	0	0	0	0	0	0	0
OTU_6180	0	0	0	0	0	0	0	0
OTU_6181	0	0	0	0	0	0	0	0
OTU_6182	0	0	0	0	0	0	0	0
OTU_6183	37	26	16	47	68	89	73	77
OTU_6184	0	0	0	0	0	0	0	0
OTU_6185	0	0	0	0	0	0	0	0
OTU_6187	1	0	0	0	0	0	0	0
OTU_6190	0	0	0	0	0	0	0	0
OTU_6191	0	0	0	0	0	0	0	0
OTU_6193	0	0	0	0	0	0	0	0
OTU_6195	0	0	0	1	0	0	0	0
OTU_6198	0	0	0	0	0	0	2	0
OTU_6199	0	0	0	0	0	0	0	0
OTU_6201	0	0	0	0	0	0	0	0
OTU_6202	21	16	21	24	11	5	5	10
OTU_6203	0	0	0	0	0	0	0	0
OTU_6205	0	0	0	0	0	0	0	0
OTU_6206	0	0	0	0	0	0	0	0
OTU_6207	0	0	0	0	0	0	0	0
OTU_6209	0	0	0	0	0	0	0	0
OTU_6211	2	1	3	2	2	1	0	0
OTU_6212	0	0	0	0	0	0	0	0
OTU_6214	0	0	0	0	0	0	0	0
OTU_6216	0	0	0	0	1	0	0	0
OTU_6217	0	0	0	0	0	0	0	0
OTU_6219	0	1	0	0	0	0	0	0
OTU_6220	0	0	0	0	0	0	0	0
OTU_6221	0	0	0	0	0	0	0	0
OTU_6222	0	0	0	0	0	0	0	0
OTU_6224	0	0	0	0	0	0	0	0
OTU_6225	1	5	3	3	0	1	1	0
OTU_6227	0	0	0	0	0	0	0	0
OTU_6228	4	3	1	0	0	0	0	1
OTU_6231	0	0	0	0	0	0	0	0
OTU_6232	0	0	0	0	0	0	0	0
OTU_6233	0	0	0	0	0	0	0	0
OTU_6234	0	0	0	0	0	0	0	0
OTU_6236	0	0	0	0	0	1	0	0
OTU_6237	0	0	3	1	4	5	0	1
OTU_6238	0	1	0	2	1	0	0	0
OTU_6239	1	3	0	5	1	0	1	0
OTU_6240	0	0	0	0	0	0	0	0
OTU_6241	0	0	0	0	0	0	0	0
OTU_6242	0	0	0	0	0	0	0	0
OTU_6243	0	3	0	1	1	0	1	0
OTU_6245	3	0	0	1	0	0	0	0
OTU_6247	0	0	0	0	0	0	0	0
OTU_6248	0	0	0	0	0	0	0	0
OTU_6249	0	0	0	0	0	0	0	0
OTU_6251	0	0	0	4	0	0	0	0
OTU_6252	0	0	0	0	0	0	0	0
OTU_6254	0	0	0	0	0	0	0	0
OTU_6255	13	11	11	11	25	27	50	105
OTU_6256	0	1	0	0	0	0	0	0
OTU_6257	4	13	5	8	1	1	3	3
OTU_6258	0	0	0	0	1	0	0	0
OTU_6259	3	4	0	5	0	0	0	0
OTU_6260	0	0	0	0	0	0	0	0
OTU_6261	0	0	0	0	0	0	0	0
OTU_6263	1	3	0	0	5	0	0	0
OTU_6264	0	0	0	0	0	0	0	0
OTU_6267	0	0	0	0	0	0	0	0
OTU_6269	4	5	2	4	3	1	1	4
OTU_6270	0	0	1	0	0	0	0	0
OTU_6272	0	0	0	0	0	0	0	0
OTU_6273	0	0	0	0	0	0	0	0
OTU_6274	0	0	0	0	0	0	0	0
OTU_6275	0	0	0	0	0	0	0	0
OTU_6279	0	0	0	0	0	0	0	0
OTU_6280	0	0	0	0	0	0	0	0
OTU_6281	0	0	0	0	0	0	0	0
OTU_6284	0	0	0	0	0	0	0	0
OTU_6285	0	0	0	0	0	0	0	0
OTU_6287	0	0	0	0	0	0	0	0
OTU_6290	0	0	1	0	1	0	0	1
OTU_6291	0	0	0	0	0	0	0	0
OTU_6292	1	1	1	0	3	5	4	2
OTU_6293	1	1	3	8	0	1	2	0
OTU_6298	0	0	0	0	0	0	0	0
OTU_6299	0	1	2	0	0	0	1	1
OTU_6300	0	0	0	0	0	0	0	0
OTU_6301	0	1	0	0	1	0	0	0
OTU_6302	0	0	0	0	0	0	0	0
OTU_6303	0	0	0	0	0	0	0	0
OTU_6304	0	0	0	0	0	0	0	0
OTU_6305	0	0	0	0	0	0	0	0
OTU_6306	1	0	0	0	0	0	0	0
OTU_6308	0	0	0	0	0	0	0	0
OTU_6309	0	0	0	0	0	0	0	0
OTU_6310	0	0	0	0	0	0	0	0
OTU_6311	0	0	0	0	0	0	0	0
OTU_6312	1	0	0	0	0	0	0	0
OTU_6313	3	1	3	4	1	1	5	4
OTU_6316	0	0	0	0	0	0	0	0
OTU_6317	0	3	0	0	0	0	0	0
OTU_6318	0	0	0	0	0	0	0	0
OTU_6319	0	0	0	0	0	0	0	0
OTU_6320	0	0	0	0	0	0	0	0
OTU_6321	0	0	0	0	0	0	0	0
OTU_6323	0	0	0	0	0	0	0	0
OTU_6325	0	0	0	0	0	0	0	0
OTU_6327	0	0	0	0	0	0	0	0
OTU_6328	0	0	0	0	0	0	0	0
OTU_6329	0	0	0	0	0	0	0	0
OTU_6330	0	0	0	0	0	0	0	0
OTU_6331	0	0	0	0	0	0	0	0
OTU_6332	0	0	0	0	0	0	0	0
OTU_6333	21	22	15	24	24	36	35	49
OTU_6334	0	0	0	0	0	0	0	0
OTU_6335	0	0	0	0	0	0	0	0
OTU_6336	0	0	0	0	0	0	0	0
OTU_6337	0	0	0	0	0	0	0	0
OTU_6338	0	0	0	0	0	0	0	0
OTU_6339	0	0	0	0	0	0	0	0
OTU_6340	0	1	0	0	0	0	0	0
OTU_6341	0	0	0	0	0	0	0	0
OTU_6342	0	0	1	0	0	0	0	0
OTU_6343	0	0	0	0	0	0	0	0
OTU_6344	0	0	0	0	0	0	0	0
OTU_6345	0	0	0	0	0	0	0	0
OTU_6346	0	0	0	0	0	0	0	0
OTU_6347	0	3	0	0	0	0	0	0
OTU_6348	0	0	0	0	0	0	0	0
OTU_6349	0	0	0	0	0	0	0	0
OTU_6351	0	0	0	0	0	0	0	0
OTU_6352	0	0	0	0	0	0	0	0
OTU_6353	0	1	0	0	0	0	0	0
OTU_6354	0	0	0	0	0	0	0	0
OTU_6355	0	0	0	0	0	0	0	0
OTU_6356	0	0	0	0	0	0	0	0
OTU_6357	0	0	0	2	0	0	0	3
OTU_6359	0	0	0	0	0	0	0	0
OTU_6360	3	0	0	0	0	0	0	0
OTU_6361	0	0	0	0	0	0	0	0
OTU_6363	0	0	0	0	0	0	0	5
OTU_6364	0	0	0	0	0	0	0	0
OTU_6366	0	0	0	0	0	0	0	0
OTU_6367	0	0	0	0	0	0	0	0
OTU_6368	0	0	0	0	0	0	0	0
OTU_6369	0	0	0	0	0	0	0	3
OTU_6371	0	0	0	0	0	0	0	0
OTU_6372	2	0	0	0	0	0	0	0
OTU_6373	0	0	1	1	0	0	0	0
OTU_6374	0	0	1	0	0	0	0	0
OTU_6375	0	0	0	0	0	0	0	0
OTU_6376	0	0	0	1	0	1	0	0
OTU_6377	0	1	0	0	0	0	0	0
OTU_6378	142	146	142	123	242	190	125	197
OTU_6379	0	0	0	0	0	0	0	0
OTU_6380	0	0	0	0	0	0	0	0
OTU_6381	0	0	0	0	0	0	0	0
OTU_6382	0	0	0	0	0	1	0	0
OTU_6383	0	0	0	0	0	0	0	0
OTU_6384	0	0	0	0	0	0	0	0
OTU_6385	0	0	0	0	0	0	0	0
OTU_6386	0	0	0	0	0	0	0	0
OTU_6387	0	0	0	0	0	0	0	0
OTU_6388	0	0	0	0	0	0	0	0
OTU_6389	0	0	0	0	0	0	0	0
OTU_6390	0	0	0	0	0	0	0	0
OTU_6392	0	0	0	0	0	0	0	0
OTU_6393	0	0	0	0	0	0	0	0
OTU_6395	0	0	0	0	0	0	0	0
OTU_6396	0	0	0	0	0	0	0	0
OTU_6397	0	0	0	0	0	0	0	0
OTU_6398	0	0	0	0	0	0	0	0
OTU_6399	1	1	0	0	0	2	0	0
OTU_6402	0	0	0	0	0	0	0	0
OTU_6403	0	0	0	0	0	0	0	0
OTU_6405	0	0	0	0	0	0	0	0
OTU_6406	0	0	0	0	0	0	0	0
OTU_6407	0	0	0	0	0	0	0	0
OTU_6408	0	0	0	0	0	0	0	0
OTU_6409	0	0	0	0	0	0	0	0
OTU_6410	0	0	0	0	0	0	0	0
OTU_6411	0	0	0	0	1	0	0	0
OTU_6412	0	0	3	0	1	0	3	0
OTU_6413	0	0	0	0	1	0	0	1
OTU_6414	0	0	0	0	0	0	0	0
OTU_6415	0	0	0	0	0	3	1	4
OTU_6418	0	0	0	0	0	0	0	0
OTU_6419	0	0	0	0	0	0	0	0
OTU_6420	0	0	0	0	0	0	0	0
OTU_6421	0	0	1	0	0	0	0	0
OTU_6424	0	0	0	0	0	0	0	0
OTU_6425	0	0	0	0	0	0	0	0
OTU_6426	0	0	0	0	0	0	0	0
OTU_6427	0	0	0	0	0	0	0	0
OTU_6429	0	0	0	0	0	0	0	1
OTU_6430	0	0	0	0	0	0	0	0
OTU_6431	0	0	0	0	0	0	0	0
OTU_6432	0	0	0	0	0	0	0	0
OTU_6433	0	0	0	0	0	0	0	0
OTU_6434	0	0	0	0	0	0	0	0
OTU_6435	0	0	0	0	0	0	0	0
OTU_6436	0	0	0	0	0	0	0	0
OTU_6437	0	0	0	0	0	0	0	0
OTU_6439	0	0	0	0	0	0	0	0
OTU_6440	0	0	0	0	0	0	0	0
OTU_6441	0	0	0	0	0	0	0	0
OTU_6442	0	0	0	0	0	0	0	2
OTU_6443	35	28	52	25	12	11	19	8
OTU_6444	0	0	0	0	0	0	0	0
OTU_6445	0	0	0	0	0	0	0	0
OTU_6446	0	0	0	0	0	0	0	0
OTU_6448	0	0	0	0	0	0	0	0
OTU_6449	0	2	0	0	4	0	0	0
OTU_6450	0	0	0	0	0	0	0	0
OTU_6451	1	0	0	0	0	0	0	0
OTU_6452	0	0	0	0	0	0	0	0
OTU_6453	0	0	0	0	0	0	0	0
OTU_6454	5	0	0	0	0	0	0	0
OTU_6455	2	0	0	0	0	0	0	0
OTU_6456	0	0	0	0	0	0	0	0
OTU_6458	0	0	0	0	0	0	0	0
OTU_6459	0	0	0	0	0	0	0	0
OTU_6460	0	0	0	0	0	0	0	0
OTU_6461	0	0	0	0	1	1	0	0
OTU_6462	1	1	0	0	1	0	0	0
OTU_6463	0	0	0	0	0	1	0	0
OTU_6464	0	0	0	0	0	0	0	0
OTU_6465	0	1	3	1	0	0	3	0
OTU_6466	0	0	0	0	0	0	3	0
OTU_6467	0	0	0	0	0	0	0	0
OTU_6468	0	0	0	0	0	0	0	0
OTU_6469	0	0	0	0	0	1	1	0
OTU_6470	0	1	0	0	0	0	0	0
OTU_6472	0	0	0	0	0	0	0	0
OTU_6473	0	0	0	0	0	0	0	0
OTU_6474	0	0	0	0	0	0	0	0
OTU_6475	0	0	0	0	0	0	0	0
OTU_6477	0	0	0	0	0	0	0	0
OTU_6479	0	0	0	0	1	0	0	0
OTU_6480	0	0	3	5	0	0	0	0
OTU_6481	0	0	0	0	0	0	0	0
OTU_6482	0	0	0	0	0	0	0	0
OTU_6483	0	0	0	0	0	0	0	0
OTU_6484	0	1	0	0	0	0	0	0
OTU_6485	0	0	0	0	0	0	0	0
OTU_6486	0	0	0	0	0	0	0	0
OTU_6489	1	0	0	1	0	0	0	0
OTU_6491	0	0	0	0	0	0	0	0
OTU_6492	0	0	0	0	0	0	0	0
OTU_6493	3	0	1	1	1	1	0	0
OTU_6494	0	0	0	0	0	0	0	0
OTU_6495	0	0	3	0	0	0	0	0
OTU_6496	0	3	0	0	0	0	0	0
OTU_6497	0	0	0	0	0	0	0	0
OTU_6498	0	0	0	0	0	0	0	0
OTU_6499	3	0	2	0	1	1	1	2
OTU_6500	1	3	0	0	1	2	1	4
OTU_6501	0	0	0	0	0	0	0	0
OTU_6502	0	0	0	0	0	0	0	0
OTU_6503	0	0	0	1	0	0	0	0
OTU_6504	0	0	0	0	0	0	0	0
OTU_6506	1	0	0	3	2	2	0	0
OTU_6507	0	0	0	0	0	0	0	0
OTU_6508	0	0	0	0	0	0	0	0
OTU_6509	46	61	48	38	18	16	16	18
OTU_6510	0	0	0	0	0	0	0	0
OTU_6511	3	4	3	3	2	1	0	0
OTU_6512	0	0	0	0	0	0	0	0
OTU_6513	1	1	1	1	3	1	9	8
OTU_6514	0	0	0	0	0	0	0	0
OTU_6516	15	13	7	16	13	10	23	24
OTU_6518	0	0	0	0	0	0	0	1
OTU_6520	27	22	25	35	39	96	78	79
OTU_6522	0	0	0	0	0	0	0	0
OTU_6524	0	0	0	0	0	0	0	0
OTU_6525	0	0	0	0	0	0	0	0
OTU_6526	0	0	0	0	0	0	0	0
OTU_6528	0	0	0	0	0	0	1	0
OTU_6529	0	0	0	0	0	0	0	0
OTU_6530	0	0	0	0	0	0	0	0
OTU_6531	0	0	0	0	0	0	0	0
OTU_6532	0	0	0	0	0	0	0	0
OTU_6533	13	10	21	7	8	3	5	7
OTU_6536	0	0	0	0	0	0	0	0
OTU_6537	16	16	15	82	37	29	33	35
OTU_6538	0	0	0	0	0	0	0	0
OTU_6539	1	0	0	0	0	0	0	0
OTU_6540	3	3	10	7	7	1	1	5
OTU_6541	0	0	0	0	0	0	0	0
OTU_6542	0	0	0	0	0	0	0	0
OTU_6543	0	0	0	0	0	0	0	0
OTU_6544	0	0	0	0	0	1	3	1
OTU_6545	0	0	0	0	0	0	0	0
OTU_6546	0	0	0	0	1	0	0	0
OTU_6547	0	0	0	0	1	0	0	0
OTU_6548	0	0	0	0	0	0	0	0
OTU_6549	6	7	3	5	14	18	11	13
OTU_6550	0	0	0	0	0	0	0	0
OTU_6551	0	0	0	0	0	0	0	0
OTU_6553	0	0	0	0	0	0	0	0
OTU_6554	0	0	0	0	0	0	0	0
OTU_6555	0	0	0	0	0	0	0	0
OTU_6556	0	0	0	0	0	0	0	0
OTU_6557	0	0	0	0	0	0	0	0
OTU_6558	3	1	3	2	3	1	1	5
OTU_6559	0	0	0	0	1	0	0	0
OTU_6560	4	3	2	1	0	0	0	1
OTU_6562	0	0	0	0	0	0	0	0
OTU_6563	1	5	1	0	4	1	0	1
OTU_6564	0	0	0	0	0	0	0	0
OTU_6565	0	0	0	0	0	0	1	0
OTU_6567	4	1	3	6	1	3	1	2
OTU_6568	0	0	1	0	0	0	0	0
OTU_6569	0	0	0	0	0	0	0	0
OTU_6570	5	3	8	11	7	5	18	13
OTU_6572	1	0	1	0	0	0	0	0
OTU_6573	0	0	0	0	0	0	0	0
OTU_6575	4	8	3	0	0	0	0	2
OTU_6576	0	0	0	0	0	0	0	0
OTU_6580	0	0	0	0	0	0	0	0
OTU_6582	0	0	0	0	0	0	0	0
OTU_6584	1	0	0	0	2	0	0	0
OTU_6586	11	10	4	4	8	5	3	3
OTU_6587	0	0	0	0	1	0	0	0
OTU_6588	0	0	0	0	0	0	0	0
OTU_6589	0	0	0	0	0	0	0	0
OTU_6591	0	0	0	0	0	0	0	0
OTU_6592	0	0	0	0	0	0	0	0
OTU_6594	0	0	0	1	0	0	0	1
OTU_6596	0	0	0	0	0	0	0	0
OTU_6597	0	0	0	3	0	0	0	0
OTU_6599	0	0	0	0	0	0	0	0
OTU_6600	0	0	0	0	0	0	0	0
OTU_6601	35	35	42	20	29	37	30	54
OTU_6602	0	0	0	0	0	0	0	0
OTU_6606	0	0	1	1	0	0	0	0
OTU_6607	0	0	0	0	0	0	0	0
OTU_6608	0	0	0	0	0	0	0	0
OTU_6610	4	0	11	3	3	3	0	1
OTU_6611	0	0	0	0	0	0	0	0
OTU_6613	32	42	33	16	18	12	2	14
OTU_6614	0	0	0	0	0	0	0	0
OTU_6616	0	0	0	0	0	0	0	0
OTU_6617	0	0	0	0	0	0	0	0
OTU_6620	11	7	15	7	12	11	4	7
OTU_6624	10	18	27	15	5	3	3	5
OTU_6625	0	0	0	0	0	0	0	0
OTU_6626	0	0	0	0	0	0	0	0
OTU_6627	0	2	1	7	1	3	1	5
OTU_6628	0	0	0	0	0	0	0	0
OTU_6629	1	3	1	0	5	0	1	0
OTU_6630	0	0	0	0	0	0	0	0
OTU_6631	0	0	0	0	0	0	0	0
OTU_6632	0	0	0	0	0	0	0	0
OTU_6635	0	1	0	0	0	0	0	0
OTU_6637	0	0	0	1	0	0	0	0
OTU_6638	8	11	10	7	13	7	8	10
OTU_6639	5	22	2	1	0	0	0	1
OTU_6642	0	0	0	0	0	0	0	0
OTU_6644	0	0	0	0	0	0	0	0
OTU_6645	0	1	0	0	0	0	0	0
OTU_6647	0	0	0	0	0	0	0	0
OTU_6648	0	0	0	0	0	0	0	0
OTU_6651	0	0	1	0	0	0	0	1
OTU_6653	0	0	0	0	0	0	0	0
OTU_6656	52	135	96	139	48	94	84	87
OTU_6657	0	0	0	0	0	0	0	0
OTU_6659	0	0	0	0	0	0	0	0
OTU_6660	0	0	0	0	0	0	0	0
OTU_6661	0	0	0	0	0	0	0	0
OTU_6662	0	1	1	4	0	0	0	0
OTU_6663	0	0	0	0	0	0	0	0
OTU_6664	0	0	0	0	0	0	0	0
OTU_6666	0	0	0	0	0	0	0	0
OTU_6667	0	0	0	0	0	1	0	1
OTU_6668	0	0	0	0	0	0	0	0
OTU_6669	11	13	8	7	4	9	9	18
OTU_6672	0	2	1	3	2	1	1	3
OTU_6673	0	0	0	0	0	0	0	0
OTU_6677	8	7	14	8	3	0	3	7
OTU_6678	1	0	0	0	0	0	0	0
OTU_6679	2	2	0	0	0	3	0	2
OTU_6681	0	0	0	0	0	0	0	0
OTU_6684	0	3	1	2	0	2	1	0
OTU_6686	0	0	0	0	0	0	0	0
OTU_6687	0	0	0	0	0	0	0	0
OTU_6690	0	0	0	0	0	0	0	0
OTU_6691	4	2	3	4	3	7	1	8
OTU_6692	0	0	0	0	0	0	0	0
OTU_6693	0	0	0	0	0	0	0	0
OTU_6694	0	0	0	0	0	0	0	0
OTU_6695	0	0	0	0	0	0	0	0
OTU_6696	0	0	0	0	0	0	0	0
OTU_6697	0	0	0	0	0	0	0	0
OTU_6700	0	0	0	0	0	0	0	0
OTU_6701	0	0	0	0	0	0	0	0
OTU_6703	0	0	0	0	0	0	0	0
OTU_6705	25	29	25	22	44	50	69	46
OTU_6706	4	3	5	4	8	5	8	1
OTU_6707	0	0	0	0	0	0	0	0
OTU_6708	0	0	0	0	0	0	0	0
OTU_6709	0	0	0	0	0	1	0	0
OTU_6710	0	0	0	0	0	0	0	0
OTU_6711	5	0	1	0	2	3	0	1
OTU_6712	0	0	0	0	0	0	0	0
OTU_6713	5	1	0	3	3	4	3	1
OTU_6714	0	0	0	0	0	0	0	0
OTU_6716	0	0	0	0	0	0	0	0
OTU_6717	0	0	0	0	0	0	0	0
OTU_6720	0	0	0	0	0	0	0	0
OTU_6721	8	3	6	9	9	2	3	1
OTU_6722	0	0	0	0	0	0	0	0
OTU_6724	0	0	0	0	0	0	0	0
OTU_6725	0	0	0	0	0	0	0	0
OTU_6726	8	10	29	27	11	13	24	8
OTU_6727	21	35	22	24	10	7	8	7
OTU_6728	0	0	0	0	0	0	0	0
