gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
OTU_310	20.3715603230751	-1.81816673111474	0.476319315179125	-3.81711736890408	0.000135019949966142	0.0014457888447702
OTU_675	17.5127029018252	2.0038449172463	0.525527716213501	3.81301471915559	0.000137281933317378	0.00145711525714059
OTU_100	10.4564169323274	2.99290096916914	0.794962260428509	3.76483402816616	0.000166659744388463	0.00175355035400035
OTU_577	11.2465882532302	-2.34398966439021	0.623518854210467	-3.75929235910323	0.000170394628351531	0.00177739224401166
OTU_8	93.6338068010354	1.59194906504381	0.424164105998727	3.75314422538288	0.00017463031401534	0.00180600581161164
OTU_318	12.4429240747609	1.97662082158247	0.531352166938183	3.7199826114804	0.000199236494547533	0.00204301829154673
OTU_635	50.9720356028002	-1.18811825848936	0.319629632687884	-3.71717180443515	0.000201465446659794	0.00204851420553236
OTU_183	41.0470398788179	-1.29338434852539	0.348876072908333	-3.70728877375671	0.000209490018334042	0.00211235768486826
OTU_136	101.34370082079	1.00484749858239	0.274323183580039	3.66300611369656	0.000249272586924082	0.00249272586924082
OTU_89	65.1878668182917	-1.06448598568414	0.290799725691351	-3.66054673247514	0.000251677643793368	0.00249614712286865
OTU_261	30.5334091782794	-1.61979452190443	0.445279887307714	-3.63769972117574	0.000275083866687506	0.00270610958286084
OTU_33	52.8450824043565	1.44979417054451	0.39987509634513	3.62561755857185	0.000288271717660462	0.00279047022695328
OTU_88	33.4511958026474	2.92884103231904	0.807383570943734	3.62757075784386	0.00028610038318468	0.00279047022695328
OTU_2674	6.07235669650131	3.53517212870066	0.97793494680932	3.61493588120024	0.000300421965823178	0.00288500459242893
OTU_107	27.707218781175	2.40706868666008	0.667060513667185	3.60847125162176	0.000308006637208389	0.00293455142537127
OTU_6269	22.7500708900426	1.54564573160181	0.429660613368632	3.59736425334316	0.000321458165536468	0.00303878422108693
OTU_5710	10.6879274052626	2.00157347641428	0.55740994659385	3.59084635759595	0.000329605901836715	0.00309165225753818
OTU_4889	56.8436074089404	-1.05846999640667	0.295938273809432	-3.5766580063526	0.000348014994434784	0.00321448964325259
OTU_5793	15.401433637577	1.71173244783883	0.478454290524171	3.57763005106203	0.000346723718002622	0.00321448964325259
OTU_1220	11.342404096078	3.12794558673906	0.876964176861459	3.56678832416344	0.000361383159167539	0.00331267895903578
OTU_502	20.6564766961792	-2.64287408728847	0.741569813128988	-3.56389114079104	0.000365397540845164	0.00332144292386789
OTU_1278	4.79945033607635	5.31153959337951	1.49110470983152	3.56215063795195	0.000367829216362229	0.00332144292386789
OTU_39	179.214354097591	0.973621174830779	0.274239689700867	3.5502562590148	0.000384856330563255	0.00342408941162896
OTU_47	39.0029185526512	1.44051447178494	0.40560747727359	3.55149880733901	0.000383043728501176	0.00342408941162896
OTU_843	24.2423773710599	2.41911109831121	0.682284441149788	3.54560495947191	0.000391712954754228	0.00345965456388771
OTU_269	12.3528913422627	2.17172158613211	0.613761842860498	3.53837829997803	0.000402592817137215	0.00352998049808717
OTU_7241	5.33144106131346	3.32339877032309	0.940006672166593	3.53550551153333	0.000406995754953068	0.00354291268700153
OTU_50	77.2603865631121	1.8294130249998	0.520038803189118	3.51783946463417	0.000435075479581708	0.00376029521638476
OTU_1784	2.70424998228103	5.23475442018774	1.48986271339767	3.51358173683652	0.00044210836897422	0.00379397962027522
OTU_23	241.095606113939	-1.01963793381832	0.291079936471637	-3.50294818041391	0.000460138970375034	0.00384274345323972
OTU_362	30.5266152906851	-1.36947472167851	0.390919423639072	-3.50321482859578	0.000459678566513221	0.00384274345323972
OTU_4171	36.2980089549545	1.25863481807878	0.358890851440154	3.50701282305787	0.000453167310342783	0.00384274345323972
OTU_8078	9.40144583578492	2.44683082809454	0.69854712046145	3.50274270184981	0.000460494050181619	0.00384274345323972
OTU_459	14.4960540401235	2.8730476026979	0.836316506109879	3.43535919918867	0.000591768885296367	0.00490438596718222
OTU_4199	8.6208960300413	4.06149404369282	1.18344024447047	3.43193842077774	0.000599283616411165	0.00493287874733
OTU_7178	13.3827096899619	2.7254864251268	0.794982864883124	3.42835870497346	0.000607242537952149	0.00496461804677095
OTU_607	15.8687479631087	2.40462155402496	0.701851307016955	3.42611252552226	0.000612286666763987	0.00497226085090217
OTU_210	28.7176298281245	1.35746530257574	0.397658359525778	3.41364709192725	0.000640995467488457	0.00517069677107355
OTU_256	37.6468761583398	-1.33066160006267	0.390190664510415	-3.41028558879618	0.000648948871519866	0.00519461116192799
OTU_4447	15.4009418781987	-1.8103839678913	0.531094750524157	-3.40877774842354	0.000652546195547979	0.00519461116192799
OTU_831	8.3264647871775	4.3483566950006	1.27850135024782	3.40113578617474	0.000671064854568206	0.00530711420933026
OTU_5505	7.19351913839684	3.04838871813846	0.900201582680416	3.38634010069352	0.000708315410130697	0.00556533536531262
OTU_425	33.7886571610564	2.01422132029972	0.596745847773028	3.37534199494896	0.000737240125998726	0.00575522937069973
OTU_701	94.4373026537766	1.07613586893093	0.320061312070163	3.36228037675175	0.00077301590529743	0.00595763850579548
OTU_6058	14.4931749290279	1.86846168765964	0.555684674686858	3.36244955596906	0.00077254239509197	0.00595763850579548
OTU_78	18.4578009391697	2.3470611210571	0.69866438982354	3.35935415521878	0.000781248763650423	0.00598298103808235
OTU_387	31.9666076019481	-1.22824199337829	0.365848878805915	-3.35723864287112	0.000787251320493399	0.00599103206161644
OTU_247	20.5565237568288	2.01851566738426	0.602052657872367	3.35272279092268	0.000800208093938914	0.00605157371041304
OTU_7201	21.2103334460839	2.21550536827643	0.663873272974379	3.33724139601254	0.000846144228157376	0.00635922059671071
OTU_951	7.73450142929933	2.48370270190942	0.747094630974695	3.32448206550362	0.000885829307196823	0.00661637939326022
OTU_392	3.52812045683327	5.61413586657171	1.6994105785171	3.30357827445713	0.000954593160652872	0.00708624370791396
OTU_135	20.197503992182	1.80264308303849	0.546546570116865	3.29824242178125	0.000972920974742507	0.00717825841120996
OTU_6313	10.133828741914	2.26241428834243	0.68806987244826	3.28805892967296	0.00100880720871169	0.00739791953055237
OTU_324	15.3017112926941	-1.62678227782917	0.495758261380121	-3.28140225702027	0.00103292317742091	0.00740073042670563
OTU_451	15.2208811832206	2.67716467825247	0.815386559090538	3.28330734472557	0.00102596743941011	0.00740073042670563
OTU_6509	35.4843730970684	-1.12421315244966	0.342622321425764	-3.28120230979534	0.00103365573728368	0.00740073042670563
OTU_6520	16.410523968696	2.33304323603273	0.710014174110986	3.28591079037816	0.00101653198682782	0.00740073042670563
OTU_364	17.2194235604378	-1.87938621418826	0.573346517032519	-3.27792383551127	0.00104573607898294	0.00744318032687858
OTU_48	62.7601064145599	1.77554428977294	0.544645106303412	3.26000228263102	0.00111411317160728	0.00788349086341993
OTU_411	11.3086090264323	2.08897226719893	0.641901946585338	3.25434792387128	0.00113652992526055	0.00799535586956548
OTU_189	52.2018478440038	-1.9971606532529	0.614850812994562	-3.24820364720012	0.00116136117401239	0.00812281514771671
OTU_7006	8.11811448772195	3.43202381250377	1.0586285690126	3.24195276130219	0.0011871369816642	0.0082553778609982
OTU_712	5.88346128371841	3.46532950681461	1.07061441625483	3.23676708832005	0.00120892037333487	0.00835882086705825
OTU_857	10.0729690517218	2.05756838150015	0.637295536152927	3.22859374462401	0.00124400478723306	0.00850890073776955
OTU_5726	43.4059283627643	-1.00823696244259	0.312298870799123	-3.22843614471826	0.00124469043850017	0.00850890073776955
OTU_8307	2.71525258023294	4.47555998929198	1.39069723330686	3.21821305321059	0.00128991964840325	0.00876855491330297
OTU_331	10.0657929865975	2.14300168509178	0.668184757690928	3.20719929693912	0.00134034104481396	0.00906040594539045
OTU_5666	4.12487648857523	4.3262910955333	1.3630726242919	3.17392559899788	0.00150392235850407	0.0101097002988329
OTU_534	25.3195103148843	-1.30345300970391	0.411778678040909	-3.16542132755697	0.00154858533160187	0.0103524212775595
OTU_196	30.2896802620092	-1.22989390506883	0.392739466052194	-3.13157706667906	0.00173870146129988	0.0115594987262245
OTU_1923	22.9408575589489	-1.28983534970939	0.413031393301644	-3.122850637088	0.00179108617627015	0.0118427009469229
OTU_1019	6.54572633110895	2.88747553944067	0.926337901340862	3.11708668646839	0.00182647856901547	0.0119683041852894
OTU_8173	4.16541750579244	3.72931575180704	1.19662029343408	3.11654062050427	0.0018298646894864	0.0119683041852894
OTU_3892	21.4535432920686	-1.34057234684138	0.431569986475803	-3.10626871388457	0.00189464458134278	0.0123253760399181
OTU_122	57.2611584100095	-1.15080332703988	0.371248508705548	-3.0998193933558	0.00193638677528055	0.0123969735348649
OTU_1326	7.27948856578949	2.40060752574322	0.774094946205661	3.10117969056657	0.00192751283344228	0.0123969735348649
OTU_2448	12.0370358501977	1.98138464521855	0.638766729460018	3.10189080588702	0.00192288872773191	0.0123969735348649
OTU_22	34.9973713669891	1.63795464312069	0.528882165073004	3.09701243734433	0.00195481672021216	0.0124490959550354
OTU_7587	10.4738834127168	2.51403647070579	0.812538238805032	3.09405311730693	0.00197442133516148	0.0125081142175151
OTU_2589	26.5479636355114	1.71031694927363	0.553493299214628	3.09004093039691	0.0020012891400688	0.0126122909348086
OTU_114	12.1857886316396	3.27043362681429	1.0607060269872	3.08326109553987	0.00204745431686104	0.0128363716238439
OTU_585	16.7180954684509	-1.50818068800473	0.489608170774592	-3.08038300426787	0.00206734558020203	0.0128942688249714
OTU_686	7.4219510267017	-2.32300769654234	0.757240308237856	-3.06772852854085	0.00215692466307719	0.0133839940631969
OTU_539	8.45351699582283	-2.75496000953101	0.901139591321577	-3.05719561770746	0.00223418420303142	0.0137926677840205
OTU_195	11.3083404657556	2.54095438872043	0.832006204281574	3.05400894325603	0.00225805349282545	0.0138692625701462
OTU_7495	14.2612067863974	1.97046884640281	0.645581234131784	3.05223996954127	0.00227140434337618	0.0138808043206322
OTU_282	20.8829506150079	2.27320355078427	0.745263214936826	3.05020227112238	0.00228687292765386	0.013905106746036
OTU_416	7.16450099964326	-2.24894813142804	0.738171149199414	-3.04664864492082	0.00231408029923733	0.0140001858103859
OTU_433	18.3516644208075	-1.45409910933865	0.478396341995564	-3.03952806844859	0.00236949121951462	0.0142641013712074
OTU_3324	22.5807853223065	-1.78408154441477	0.587269149657353	-3.03792825735136	0.00238210658985057	0.0142690543253426
OTU_472	52.7523951477407	1.25116210481262	0.414220049679613	3.02052521547509	0.00252336696259369	0.0149401232532075
OTU_996	2.41649759637269	5.07156566596331	1.67945179373697	3.01977447931299	0.00252962965733481	0.0149401232532075
OTU_2904	3.10517388214201	4.65875143669288	1.54284282107328	3.01958914612703	0.00253117790653515	0.0149401232532075
OTU_157	17.5769941218525	-1.3943757793458	0.462601656219228	-3.01420403623674	0.00257654463176219	0.0151255392432932
OTU_301	5.93926474391812	2.73792456379062	0.908732216029418	3.01290579941537	0.00258759225071215	0.0151255392432932
OTU_528	11.4169337525634	-1.76426222301243	0.588409060235575	-2.99836005636299	0.00271436783587991	0.0157903128914168
OTU_253	32.2197065416814	-1.07469715243831	0.358805513144723	-2.99520802514768	0.00274257728542127	0.01587807902086
OTU_112	36.1882399561962	-1.5691861473978	0.524327272990262	-2.99276087327798	0.00276466274200187	0.0159297234182012
OTU_86	76.1476668424687	-1.08298090237766	0.362504155777763	-2.9874992744679	0.00281269962414141	0.0161296992664034
OTU_959	13.9073711639429	1.5690304952515	0.525507038116609	2.98574592050151	0.00282887577804972	0.0161459419407555
OTU_1104	7.32043504732684	3.5441066211689	1.1883732951448	2.98231762329954	0.00286075035351824	0.0162512109284369
OTU_154	59.9726572493415	1.0809295232697	0.363080498880132	2.97710707846791	0.00290982362004023	0.0164527410291994
OTU_14	66.8589995780164	0.982335919264881	0.330641128102914	2.97100341055914	0.00296828484376933	0.0167052309812134
OTU_298	35.6869036993746	-1.14209386138529	0.385336128988197	-2.96388990148462	0.00303776951834914	0.0170171348018632
OTU_115	150.255976161003	-0.70086000792837	0.236722111488578	-2.96068670358319	0.00306954010493709	0.017115868787898
OTU_320	21.8054222201997	1.20383905334919	0.407464228904511	2.95446561428417	0.00313211055176869	0.0173270533304033
OTU_1358	8.15084287590093	2.44990072429055	0.829328550369202	2.9540773957437	0.00313605345401514	0.0173270533304033
OTU_232	54.5575903278705	0.94048202081962	0.318519880946275	2.95266348218387	0.00315045200432618	0.017327486023794
OTU_6105	11.5801020503758	1.56557497136099	0.531567364807286	2.9452052082403	0.00322740531557052	0.0176704091938477
OTU_4491	2.4094949969667	4.29764128793862	1.47035063163769	2.92286832505513	0.00346823150906741	0.0189034239908629
OTU_8237	6.63659824666095	4.43392959997498	1.51773303913046	2.92141601036455	0.00348444211615875	0.0189066141728793
OTU_3666	24.2802851792099	1.5778874372051	0.542608923651926	2.90796440756158	0.00363789739713897	0.0196511421899024
OTU_627	9.88020069902178	-1.85790852966765	0.640483798547813	-2.90078926879984	0.00372224105079926	0.0200173852065205
OTU_343	18.7956684225624	-1.30336568306416	0.449731682616389	-2.89809620590128	0.00375435406069985	0.0201007451922425
OTU_209	27.7054126289776	1.87107626545894	0.646924572582539	2.89226340250078	0.00382477136861712	0.0203669953179719
OTU_8325	17.8686666095716	-1.44758994277943	0.500688415325989	-2.89119919388774	0.00383774787809719	0.0203669953179719
OTU_384	29.9750874345663	-1.09814086401465	0.380186665130752	-2.88842551496903	0.00387175714792125	0.0204577561091035
OTU_7502	10.1803874624167	-1.74740091824506	0.605614102560098	-2.88533723184172	0.00390994586559276	0.0205697152059445
OTU_5705	4.54367119404686	3.41681726221572	1.18539113093478	2.88243869305929	0.00394609916952754	0.0206700432689538
OTU_555	12.1419709406428	2.38832117317158	0.829064258755751	2.88074313655246	0.00396738821643235	0.020691981646048
OTU_883	7.09556365443481	2.4752430293749	0.861087611640461	2.87455422179319	0.0040459829218043	0.0210113276196704
OTU_628	10.2824596766639	2.0080112612325	0.69897137939883	2.87280898820142	0.00406840016109783	0.0210374538244802
OTU_6857	9.22341879655868	1.72789680959065	0.602488053449462	2.86793538842442	0.00413159898417513	0.0212733394504336
OTU_6516	15.3819456866885	1.60538970935626	0.562235839843926	2.85536708190269	0.0042987112164036	0.0220400024230863
OTU_2566	5.72885835852406	2.45792254795846	0.86128295898167	2.85379215079857	0.00432007856093322	0.022056097294216
OTU_618	8.22822526300787	1.98353684751443	0.699121136154478	2.83718621128363	0.0045513059417852	0.0231389923931096
OTU_7245	7.30681466694686	1.88760977266424	0.666124435287651	2.83371945640925	0.00460097042364086	0.023293615952324
